Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,15/08/17,Náutico,Figueirense,B,21
2,18/08/17,Juventude,Vila Nova,B,21
3,19/08/17,Corinthians,EC Vitória,A,21
4,19/08/17,Flamengo,Atlético-GO,A,21
5,19/08/17,Guarani,Santa Cruz,B,21
6,20/08/17,Grêmio,Athletico-PR,A,21
7,20/08/17,Avai,São Paulo,A,21
8,20/08/17,Bahia,Vasco,A,21
9,20/08/17,Cruzeiro,Sport,A,21
10,20/08/17,Ponte Preta,Botafogo,A,21
11,20/08/17,Coritiba,Santos,A,21
12,20/08/17,Palmeiras,Chapecoense,A,21
13,21/08/17,Fluminense,Atlético-MG,A,21
14,08/17,Joinville,Paraná,B,21
