Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,22/08/17,América-MG,Criciúma,B,22
2,25/08/17,Ceará,Náutico,B,22
3,26/08/17,Fluminense,Vasco,A,22
4,26/08/17,Corinthians,Atlético-GO,A,22
5,26/08/17,Figueirense,Guarani,B,22
6,26/08/17,Vila Nova,ABC,B,22
7,27/08/17,Ponte Preta,Atlético-MG,A,22
8,27/08/17,Palmeiras,São Paulo,A,22
9,27/08/17,Bahia,Botafogo,A,22
10,27/08/17,Flamengo,Athletico-PR,A,22
11,27/08/17,Cruzeiro,Santos,A,22
12,27/08/17,Avai,Chapecoense,A,22
13,28/08/17,Coritiba,EC Vitória,A,22
14,02/09/17,Grêmio,Sport,A,22
