Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/10/14,Santa Cruz,Bragantino,B,32
2,24/10/17,América-MG,América-RN,B,32
3,24/10/17,Avaí,Joinville,B,32
4,25/10/17,Vila Nova,Sampaio Corrêa,B,32
5,04/11/17,Santos,Atlético-MG,A,32
6,04/11/17,Botafogo,Fluminense,A,32
7,04/11/17,Atlético-GO,São Paulo,A,32
8,04/11/17,Coritiba,Avai,A,32
9,05/11/17,Corinthians,Palmeiras,A,32
10,05/11/17,Cruzeiro,Athletico-PR,A,32
11,05/11/17,Grêmio,Flamengo,A,32
12,05/11/17,Bahia,Ponte Preta,A,32
13,05/11/17,Vasco,EC Vitória,A,32
14,05/11/17,Chapecoense,Sport,A,32
