Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/10/17,Guarani,ABC,B,30
2,17/10/17,Boa Esporte,Internacional,B,30
3,17/10/17,Londrina,Figueirense,B,30
4,17/10/17,Ceará,Paraná,B,30
5,21/10/17,Vasco,Coritiba,A,30
6,22/10/17,Santos,Atlético-GO,A,30
7,22/10/17,Bahia,EC Vitória,A,30
8,22/10/17,Grêmio,Palmeiras,A,30
9,22/10/17,São Paulo,Flamengo,A,30
10,22/10/17,Athletico-PR,Sport,A,30
11,22/10/17,Cruzeiro,Atlético-MG,A,30
12,22/10/17,Chapecoense,Fluminense,A,30
13,22/10/17,Ponte Preta,Avai,A,30
14,23/10/17,Botafogo,Corinthians,A,30
