Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/06/17,Criciúma,Guarani,B,8
2,17/06/17,Atlético-GO,Athletico-PR,A,8
3,17/06/17,Vasco,Avai,A,8
4,17/06/17,Santos,Ponte Preta,A,8
5,17/06/17,Brasil-RS,Vila Nova,B,8
6,17/06/17,Santa Cruz,Internacional,B,8
7,17/06/17,Oeste,América-MG,B,8
8,18/06/17,Coritiba,Corinthians,A,8
9,18/06/17,Bahia,Palmeiras,A,8
10,18/06/17,Fluminense,Flamengo,A,8
11,18/06/17,Chapecoense,Botafogo,A,8
12,18/06/17,São Paulo,Atlético-MG,A,8
13,18/06/17,Sport,EC Vitória,A,8
14,19/06/17,Cruzeiro,Grêmio,A,8
