Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/05/17,Ceará,Boa Esporte,B,2
2,16/05/17,Brasil-RS,Londrina,B,2
3,19/05/17,América-MG,Goiás,B,2
4,20/05/17,Santos,Coritiba,A,2
5,20/05/17,Atlético-GO,Flamengo,A,2
6,20/05/17,Chapecoense,Palmeiras,A,2
7,20/05/17,Luverdense,CRB,B,2
8,21/05/17,Vasco,Bahia,A,2
9,21/05/17,Athletico-PR,Grêmio,A,2
10,21/05/17,EC Vitória,Corinthians,A,2
11,21/05/17,Atlético-MG,Fluminense,A,2
12,21/05/17,Botafogo,Ponte Preta,A,2
13,21/05/17,Sport,Cruzeiro,A,2
14,22/05/17,São Paulo,Avai,A,2
