Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,29/09/17,ABC,Goiás,B,27
2,29/09/17,Londrina,CRB,B,27
3,30/09/17,Náutico,Boa Esporte,B,27
4,01/10/17,América-MG,Oeste,B,27
5,11/10/17,Athletico-PR,Atlético-GO,A,27
6,11/10/17,Botafogo,Chapecoense,A,27
7,11/10/17,Corinthians,Coritiba,A,27
8,11/10/17,Grêmio,Cruzeiro,A,27
9,11/10/17,Avai,Vasco,A,27
10,11/10/17,Atlético-MG,São Paulo,A,27
11,12/10/17,EC Vitória,Sport,A,27
12,12/10/17,Flamengo,Fluminense,A,27
13,12/10/17,Ponte Preta,Santos,A,27
14,12/10/17,Palmeiras,Bahia,A,27
