Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/09/17,Guarani,Paraná,B,25
2,22/09/17,Luverdense,Oeste,B,25
3,23/09/17,Flamengo,Avai,A,25
4,23/09/17,Santos,Athletico-PR,A,25
5,23/09/17,Náutico,Internacional,B,25
6,23/09/17,CRB,Criciúma,B,25
7,24/09/17,São Paulo,Corinthians,A,25
8,24/09/17,Chapecoense,Ponte Preta,A,25
9,24/09/17,Coritiba,Botafogo,A,25
10,24/09/17,Atlético-GO,Cruzeiro,A,25
11,24/09/17,Fluminense,Palmeiras,A,25
12,24/09/17,Atlético-MG,EC Vitória,A,25
13,24/09/17,Bahia,Grêmio,A,25
14,25/09/17,Sport,Vasco,A,25
