Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/10/17,Paysandu,CRB,B,29
2,14/10/17,Náutico,Guarani,B,29
3,14/10/17,América-MG,Luverdense,B,29
4,14/10/17,Figueirense,Santa Cruz,B,29
5,18/10/17,Atlético-GO,Vasco,A,29
6,18/10/17,Coritiba,Cruzeiro,A,29
7,18/10/17,Atlético-MG,Chapecoense,A,29
8,18/10/17,Avai,Botafogo,A,29
9,18/10/17,Fluminense,São Paulo,A,29
10,18/10/17,Corinthians,Grêmio,A,29
11,19/10/17,EC Vitória,Athletico-PR,A,29
12,19/10/17,Palmeiras,Ponte Preta,A,29
13,19/10/17,Flamengo,Bahia,A,29
14,19/10/17,Sport,Santos,A,29
