Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,23/06/17,Luverdense,América-MG,B,10
2,24/06/17,Santos,Sport,A,10
3,24/06/17,Brasil-RS,Internacional,B,10
4,24/06/17,Londrina,Juventude,B,10
5,24/06/17,Santa Cruz,Figueirense,B,10
6,25/06/17,Vasco,Atlético-GO,A,10
7,25/06/17,Grêmio,Corinthians,A,10
8,25/06/17,São Paulo,Fluminense,A,10
9,25/06/17,Athletico-PR,EC Vitória,A,10
10,25/06/17,Cruzeiro,Coritiba,A,10
11,25/06/17,Ponte Preta,Palmeiras,A,10
12,25/06/17,Bahia,Flamengo,A,10
13,25/06/17,Chapecoense,Atlético-MG,A,10
14,26/06/17,Botafogo,Avai,A,10
