Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,04/11/08,Marília,Vila Nova,B,34
2,04/11/08,Paraná,São Caetano,B,34
3,08/11/08,Portuguesa,São Paulo,A,34
4,08/11/08,Vasco,Santos,A,34
5,08/11/08,Figueirense,Athletico-PR,A,34
6,08/11/08,ABC,Grêmio Barueri,B,34
7,08/11/08,CRB,Avaí,B,34
8,09/11/08,Palmeiras,Grêmio,A,34
9,09/11/08,Cruzeiro,Fluminense,A,34
10,09/11/08,Coritiba,Nautico,A,34
11,09/11/08,Sport,Goiás,A,34
12,09/11/08,Botafogo,Flamengo,A,34
13,09/11/08,Internacional,Ipatinga,A,34
14,09/11/08,EC Vitória,Atlético-MG,A,34
