Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,06/07/08,São Paulo,Palmeiras,A,11
2,06/07/08,Cruzeiro,Atlético-MG,A,11
3,06/07/08,Athletico-PR,Internacional,A,11
4,06/07/08,Santos,Botafogo,A,11
5,06/07/08,Ipatinga,Figueirense,A,11
6,06/07/08,Grêmio,Portuguesa,A,11
7,06/07/08,Nautico,Sport,A,11
8,06/07/08,Flamengo,Vasco,A,11
9,11/07/08,Marília,São Caetano,B,11
10,12/07/08,Fluminense,EC Vitória,A,11
11,12/07/08,Goiás,Coritiba,A,11
12,12/07/08,Gama,Bragantino,B,11
13,12/07/08,Santo André,Corinthians,B,11
14,12/07/08,Paraná,Juventude,B,11
