Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/06/08,Avaí,Ceará,B,8
2,28/06/08,Vasco,Ipatinga,A,8
3,28/06/08,EC Vitória,Goiás,A,8
4,28/06/08,Portuguesa,Santos,A,8
5,28/06/08,CRB,Marília,B,8
6,28/06/08,Fortaleza,ABC,B,8
7,29/06/08,Cruzeiro,São Paulo,A,8
8,29/06/08,Figueirense,Atlético-MG,A,8
9,29/06/08,Sport,Flamengo,A,8
10,29/06/08,Athletico-PR,Coritiba,A,8
11,29/06/08,Grêmio,Internacional,A,8
12,29/06/08,Fluminense,Botafogo,A,8
13,29/06/08,Palmeiras,Nautico,A,8
14,29/06/08,Brasiliense,Grêmio Barueri,B,8
