Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/08/08,Athletico-PR,Ipatinga,A,20
2,16/08/08,Figueirense,Portuguesa,A,20
3,16/08/08,Cruzeiro,EC Vitória,A,20
4,17/08/08,Grêmio,São Paulo,A,20
5,17/08/08,Santos,Flamengo,A,20
6,17/08/08,Vasco,Internacional,A,20
7,17/08/08,Goiás,Nautico,A,20
8,17/08/08,Fluminense,Atlético-MG,A,20
9,17/08/08,Sport,Botafogo,A,20
10,17/08/08,Palmeiras,Coritiba,A,20
11,23/08/08,Gama,Grêmio Barueri,B,20
12,23/08/08,Marília,Brasiliense,B,20
13,23/08/08,Juventude,Ceará,B,20
14,23/08/08,Avaí,Paraná,B,20
