Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,03/06/08,Bragantino,CRB,B,5
2,07/06/08,São Paulo,Atlético-MG,A,5
3,07/06/08,Flamengo,Figueirense,A,5
4,07/06/08,Ipatinga,Nautico,A,5
5,07/06/08,Vila Nova,América-RN,B,5
6,07/06/08,Fortaleza,Avaí,B,5
7,07/06/08,ABC,Juventude,B,5
8,08/06/08,Portuguesa,Internacional,A,5
9,08/06/08,Grêmio,Fluminense,A,5
10,08/06/08,Sport,Palmeiras,A,5
11,08/06/08,Athletico-PR,Goiás,A,5
12,08/06/08,Botafogo,Coritiba,A,5
13,08/06/08,Cruzeiro,Vasco,A,5
14,08/06/08,EC Vitória,Santos,A,5
