Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/11/08,Fortaleza,São Caetano,B,35
2,11/11/08,Marília,Criciúma,B,35
3,11/11/08,Avaí,Brasiliense,B,35
4,11/11/08,Ponte Preta,Bahia,B,35
5,12/11/08,Atlético-MG,Vasco,A,35
6,15/11/08,Fluminense,Portuguesa,A,35
7,15/11/08,Ipatinga,Sport,A,35
8,15/11/08,Nautico,Cruzeiro,A,35
9,16/11/08,Flamengo,Palmeiras,A,35
10,16/11/08,São Paulo,Figueirense,A,35
11,16/11/08,Goiás,Botafogo,A,35
12,16/11/08,Grêmio,Coritiba,A,35
13,16/11/08,Athletico-PR,EC Vitória,A,35
14,16/11/08,Santos,Internacional,A,35
