Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/07/08,Palmeiras,Santos,A,14
2,17/07/08,Figueirense,Grêmio,A,14
3,17/07/08,Sport,Athletico-PR,A,14
4,23/07/08,Coritiba,Ipatinga,A,14
5,23/07/08,Cruzeiro,Goiás,A,14
6,23/07/08,EC Vitória,Nautico,A,14
7,23/07/08,Vasco,Fluminense,A,14
8,23/07/08,Internacional,São Paulo,A,14
9,23/07/08,Portuguesa,Flamengo,A,14
10,23/07/08,Botafogo,Atlético-MG,A,14
11,25/07/08,Ceará,São Caetano,B,14
12,25/07/08,Bahia,Bragantino,B,14
13,26/07/08,Criciúma,Grêmio Barueri,B,14
14,26/07/08,Gama,Vila Nova,B,14
