Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/07/08,São Caetano,Grêmio Barueri,B,10
2,08/07/08,Gama,Santo André,B,10
3,08/07/08,Bahia,ABC,B,10
4,08/07/08,América-RN,Fortaleza,B,10
5,09/07/08,Internacional,Goiás,A,10
6,09/07/08,Coritiba,Portuguesa,A,10
7,09/07/08,Fluminense,Athletico-PR,A,10
8,09/07/08,EC Vitória,Botafogo,A,10
9,09/07/08,Atlético-MG,Flamengo,A,10
10,09/07/08,Santos,Grêmio,A,10
11,09/07/08,Nautico,São Paulo,A,10
12,10/07/08,Palmeiras,Figueirense,A,10
13,10/07/08,Ipatinga,Cruzeiro,A,10
14,10/07/08,Vasco,Sport,A,10
