Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,29/05/08,São Caetano,Vila Nova,B,4
2,29/05/08,Juventude,Marília,B,4
3,31/05/08,Vasco,Grêmio,A,4
4,31/05/08,Internacional,Sport,A,4
5,31/05/08,Figueirense,Goiás,A,4
6,31/05/08,Bahia,Grêmio Barueri,B,4
7,31/05/08,América-RN,Ponte Preta,B,4
8,01/06/08,Santos,São Paulo,A,4
9,01/06/08,Coritiba,Cruzeiro,A,4
10,01/06/08,Nautico,Botafogo,A,4
11,01/06/08,Ipatinga,EC Vitória,A,4
12,01/06/08,Palmeiras,Athletico-PR,A,4
13,01/06/08,Atlético-MG,Portuguesa,A,4
14,01/06/08,Fluminense,Flamengo,A,4
