Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/10/08,Bahia,Vila Nova,B,30
2,07/10/08,São Caetano,Marília,B,30
3,10/10/08,Brasiliense,CRB,B,30
4,18/10/08,Botafogo,Santos,A,30
5,18/10/08,Internacional,Athletico-PR,A,30
6,18/10/08,Figueirense,Ipatinga,A,30
7,19/10/08,Palmeiras,São Paulo,A,30
8,19/10/08,EC Vitória,Fluminense,A,30
9,19/10/08,Coritiba,Goiás,A,30
10,19/10/08,Atlético-MG,Cruzeiro,A,30
11,19/10/08,Portuguesa,Grêmio,A,30
12,19/10/08,Sport,Nautico,A,30
13,19/10/08,Vasco,Flamengo,A,30
14,10/10/10,Bragantino,Gama,B,30
