Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,23/09/08,Bahia,Juventude,B,27
2,23/09/08,Criciúma,Vila Nova,B,27
3,23/09/08,Corinthians,Bragantino,B,27
4,23/09/08,Paraná,América-RN,B,27
5,27/09/08,Goiás,EC Vitória,A,27
6,27/09/08,Flamengo,Sport,A,27
7,27/09/08,Atlético-MG,Figueirense,A,27
8,28/09/08,Coritiba,Athletico-PR,A,27
9,28/09/08,Nautico,Palmeiras,A,27
10,28/09/08,São Paulo,Cruzeiro,A,27
11,28/09/08,Ipatinga,Vasco,A,27
12,28/09/08,Internacional,Grêmio,A,27
13,28/09/08,Santos,Portuguesa,A,27
14,28/09/08,Botafogo,Fluminense,A,27
