Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/08/08,Fortaleza,Criciúma,B,26
2,20/09/08,Goiás,Santos,A,26
3,20/09/08,Fluminense,Coritiba,A,26
4,20/09/08,Atlético-MG,Nautico,A,26
5,20/09/08,Grêmio Barueri,CRB,B,26
6,20/09/08,Corinthians,Ponte Preta,B,26
7,20/09/08,Brasiliense,Gama,B,26
8,21/09/08,Sport,São Paulo,A,26
9,21/09/08,Athletico-PR,Grêmio,A,26
10,21/09/08,Portuguesa,Botafogo,A,26
11,21/09/08,Figueirense,Cruzeiro,A,26
12,21/09/08,Palmeiras,Vasco,A,26
13,21/09/08,Internacional,EC Vitória,A,26
14,21/09/08,Flamengo,Ipatinga,A,26
