Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,03/09/08,Goiás,Athletico-PR,A,24
2,03/09/08,Santos,EC Vitória,A,24
3,03/09/08,Figueirense,Flamengo,A,24
4,03/09/08,Atlético-MG,São Paulo,A,24
5,04/09/08,Palmeiras,Sport,A,24
6,04/09/08,Vasco,Cruzeiro,A,24
7,06/09/08,Internacional,Portuguesa,A,24
8,06/09/08,Fluminense,Grêmio,A,24
9,06/09/08,Nautico,Ipatinga,A,24
10,06/09/08,Coritiba,Botafogo,A,24
11,13/09/08,Gama,Ponte Preta,B,24
12,13/09/08,Corinthians,Grêmio Barueri,B,24
13,13/09/08,Bahia,Criciúma,B,24
14,13/09/08,São Caetano,Brasiliense,B,24
