Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,09/05/08,Criciúma,América-RN,B,1
2,10/05/08,Nautico,Goiás,A,1
3,10/05/08,São Paulo,Grêmio,A,1
4,10/05/08,EC Vitória,Cruzeiro,A,1
5,10/05/08,ABC,Vila Nova,B,1
6,10/05/08,Bahia,Fortaleza,B,1
7,10/05/08,Corinthians,CRB,B,1
8,11/05/08,Coritiba,Palmeiras,A,1
9,11/05/08,Internacional,Vasco,A,1
10,11/05/08,Botafogo,Sport,A,1
11,11/05/08,Ipatinga,Athletico-PR,A,1
12,11/05/08,Portuguesa,Figueirense,A,1
13,11/05/08,Atlético-MG,Fluminense,A,1
14,11/05/08,Flamengo,Santos,A,1
