Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/11/08,São Caetano,Juventude,B,37
2,18/11/08,Paraná,CRB,B,37
3,22/11/08,Corinthians,Avaí,B,37
4,22/11/08,Grêmio Barueri,América-RN,B,37
5,30/11/08,Coritiba,Vasco,A,37
6,30/11/08,Botafogo,Figueirense,A,37
7,30/11/08,Portuguesa,Sport,A,37
8,30/11/08,Nautico,Athletico-PR,A,37
9,30/11/08,Atlético-MG,Santos,A,37
10,30/11/08,Internacional,Cruzeiro,A,37
11,30/11/08,EC Vitória,Palmeiras,A,37
12,30/11/08,Flamengo,Goiás,A,37
13,30/11/08,Ipatinga,Grêmio,A,37
14,30/11/08,São Paulo,Fluminense,A,37
