Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,15/07/08,São Caetano,ABC,B,12
2,16/07/08,Sport,Grêmio,A,12
3,16/07/08,Botafogo,Ipatinga,A,12
4,16/07/08,Figueirense,Santos,A,12
5,16/07/08,Portuguesa,Nautico,A,12
6,16/07/08,Cruzeiro,Athletico-PR,A,12
7,16/07/08,Palmeiras,Fluminense,A,12
8,16/07/08,EC Vitória,São Paulo,A,12
9,17/07/08,Vasco,Goiás,A,12
10,17/07/08,Internacional,Atlético-MG,A,12
11,17/07/08,Coritiba,Flamengo,A,12
12,18/07/08,Vila Nova,Santo André,B,12
13,19/07/08,América-RN,Marília,B,12
14,19/07/08,Fortaleza,Ponte Preta,B,12
