Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/06/08,Gama,CRB,B,6
2,10/06/08,Marília,Ponte Preta,B,6
3,12/06/08,Fluminense,Santos,A,6
4,12/06/08,Palmeiras,Cruzeiro,A,6
5,12/06/08,Atlético-MG,Ipatinga,A,6
6,14/06/08,Flamengo,São Paulo,A,6
7,14/06/08,Internacional,Botafogo,A,6
8,14/06/08,Figueirense,Sport,A,6
9,14/06/08,Portuguesa,Athletico-PR,A,6
10,14/06/08,Coritiba,EC Vitória,A,6
11,14/06/08,Nautico,Vasco,A,6
12,14/06/08,Goiás,Grêmio,A,6
13,14/06/08,São Caetano,Bragantino,B,6
14,14/06/08,Bahia,Paraná,B,6
