Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,23/08/08,Fluminense,Sport,A,22
2,23/08/08,Figueirense,EC Vitória,A,22
3,24/08/08,Coritiba,São Paulo,A,22
4,24/08/08,Palmeiras,Portuguesa,A,22
5,24/08/08,Internacional,Flamengo,A,22
6,24/08/08,Santos,Cruzeiro,A,22
7,24/08/08,Ipatinga,Goiás,A,22
8,24/08/08,Vasco,Botafogo,A,22
9,24/08/08,Atlético-MG,Athletico-PR,A,22
10,24/08/08,Nautico,Grêmio,A,22
11,30/08/08,América-RN,Brasiliense,B,22
12,30/08/08,Bahia,Santo André,B,22
13,30/08/08,Avaí,Grêmio Barueri,B,22
14,30/08/08,Juventude,Bragantino,B,22
