Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/05/08,Marília,Grêmio Barueri,B,2
2,13/05/08,Santo André,Brasiliense,B,2
3,16/05/08,Juventude,Criciúma,B,2
4,16/05/08,Ponte Preta,Bragantino,B,2
5,17/05/08,Cruzeiro,Botafogo,A,2
6,17/05/08,Sport,EC Vitória,A,2
7,17/05/08,Vasco,Portuguesa,A,2
8,18/05/08,Grêmio,Flamengo,A,2
9,18/05/08,Athletico-PR,São Paulo,A,2
10,18/05/08,Fluminense,Nautico,A,2
11,18/05/08,Goiás,Atlético-MG,A,2
12,18/05/08,Figueirense,Coritiba,A,2
13,18/05/08,Palmeiras,Internacional,A,2
14,18/05/08,Santos,Ipatinga,A,2
