Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/08/08,EC Vitória,Sport,A,21
2,20/08/08,Coritiba,Figueirense,A,21
3,20/08/08,Botafogo,Cruzeiro,A,21
4,20/08/08,São Paulo,Athletico-PR,A,21
5,20/08/08,Internacional,Palmeiras,A,21
6,20/08/08,Nautico,Fluminense,A,21
7,20/08/08,Ipatinga,Santos,A,21
8,21/08/08,Portuguesa,Vasco,A,21
9,21/08/08,Atlético-MG,Goiás,A,21
10,21/08/08,Flamengo,Grêmio,A,21
11,26/08/08,São Caetano,CRB,B,21
12,26/08/08,Grêmio Barueri,Marília,B,21
13,26/08/08,Paraná,Fortaleza,B,21
14,26/08/08,Brasiliense,Santo André,B,21
