Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/09/08,Grêmio,Goiás,A,25
2,13/09/08,Athletico-PR,Portuguesa,A,25
3,13/09/08,Ipatinga,Atlético-MG,A,25
4,14/09/08,Cruzeiro,Palmeiras,A,25
5,14/09/08,São Paulo,Flamengo,A,25
6,14/09/08,Sport,Figueirense,A,25
7,14/09/08,Vasco,Nautico,A,25
8,14/09/08,Santos,Fluminense,A,25
9,14/09/08,EC Vitória,Coritiba,A,25
10,14/09/08,Botafogo,Internacional,A,25
11,16/09/08,Criciúma,ABC,B,25
12,16/09/08,Paraná,Bahia,B,25
13,16/09/08,Bragantino,São Caetano,B,25
14,16/09/08,Santo André,Grêmio Barueri,B,25
