Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,02/08/08,Goiás,Portuguesa,A,17
2,02/08/08,Nautico,Figueirense,A,17
3,02/08/08,Fluminense,Internacional,A,17
4,03/08/08,Grêmio,EC Vitória,A,17
5,03/08/08,Ipatinga,Palmeiras,A,17
6,03/08/08,Flamengo,Cruzeiro,A,17
7,03/08/08,São Paulo,Vasco,A,17
8,03/08/08,Santos,Coritiba,A,17
9,03/08/08,Atlético-MG,Sport,A,17
10,03/08/08,Athletico-PR,Botafogo,A,17
11,08/08/08,Gama,Criciúma,B,17
12,08/08/08,Santo André,Ceará,B,17
13,09/08/08,Ponte Preta,Paraná,B,17
14,09/08/08,CRB,Bahia,B,17
