Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/06/08,CRB,Grêmio Barueri,B,7
2,17/06/08,Ceará,Bahia,B,7
3,20/06/08,Marília,Bragantino,B,7
4,21/06/08,Botafogo,Portuguesa,A,7
5,21/06/08,São Paulo,Sport,A,7
6,21/06/08,Cruzeiro,Figueirense,A,7
7,21/06/08,Coritiba,Fluminense,A,7
8,21/06/08,América-RN,Avaí,B,7
9,22/06/08,Ipatinga,Flamengo,A,7
10,22/06/08,EC Vitória,Internacional,A,7
11,22/06/08,Vasco,Palmeiras,A,7
12,22/06/08,Grêmio,Athletico-PR,A,7
13,22/06/08,Santos,Goiás,A,7
14,22/06/08,Nautico,Atlético-MG,A,7
