Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/05/08,Vila Nova,CRB,B,3
2,20/05/08,Criciúma,São Caetano,B,3
3,23/05/08,Brasiliense,América-RN,B,3
4,23/05/08,Bragantino,Juventude,B,3
5,24/05/08,Grêmio,Nautico,A,3
6,24/05/08,Flamengo,Internacional,A,3
7,24/05/08,EC Vitória,Figueirense,A,3
8,25/05/08,Cruzeiro,Santos,A,3
9,25/05/08,São Paulo,Coritiba,A,3
10,25/05/08,Sport,Fluminense,A,3
11,25/05/08,Goiás,Ipatinga,A,3
12,25/05/08,Athletico-PR,Atlético-MG,A,3
13,25/05/08,Portuguesa,Palmeiras,A,3
14,25/05/08,Botafogo,Vasco,A,3
