Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,30/07/08,Cruzeiro,Nautico,A,16
2,30/07/08,EC Vitória,Athletico-PR,A,16
3,30/07/08,Portuguesa,Fluminense,A,16
4,30/07/08,Botafogo,Goiás,A,16
5,30/07/08,Palmeiras,Flamengo,A,16
6,30/07/08,Figueirense,São Paulo,A,16
7,30/07/08,Internacional,Santos,A,16
8,31/07/08,Sport,Ipatinga,A,16
9,31/07/08,Vasco,Atlético-MG,A,16
10,31/07/08,Coritiba,Grêmio,A,16
11,05/08/08,Brasiliense,Avaí,B,16
12,05/08/08,Criciúma,Marília,B,16
13,05/08/08,ABC,Santo André,B,16
14,05/08/08,Ceará,CRB,B,16
