Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,06/08/08,Grêmio,Ipatinga,A,18
2,06/08/08,Vasco,Coritiba,A,18
3,06/08/08,Athletico-PR,Nautico,A,18
4,06/08/08,Sport,Portuguesa,A,18
5,06/08/08,Santos,Atlético-MG,A,18
6,06/08/08,Goiás,Flamengo,A,18
7,06/08/08,Fluminense,São Paulo,A,18
8,07/08/08,Palmeiras,EC Vitória,A,18
9,07/08/08,Figueirense,Botafogo,A,18
10,07/08/08,Cruzeiro,Internacional,A,18
11,12/08/08,CRB,Paraná,B,18
12,12/08/08,Ponte Preta,ABC,B,18
13,12/08/08,Fortaleza,Bragantino,B,18
14,12/08/08,Avaí,Corinthians,B,18
