Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
FP,1,19/02/14,Real Noroeste,1-1,Rio Branco-AC
FP,2,26/02/14,Rio Branco-AC,1-0,Real Noroeste
R1,1,12/03/14,Vilhena,0-1,Palmeiras
R1,1,12/03/14,Interporto,2-2,Sampaio Corrêa
R1,1,12/03/14,Desportiva Ferroviária,1-0,ABC
R1,1,12/03/14,Tombense,1-1,Treze
R1,1,12/03/14,São Luiz,2-2,Nacional-AM
R1,1,12/03/14,Sergipe,1-0,Náutico
R1,1,12/03/14,Goianésia,2-2,Grêmio Barueri
R1,1,12/03/14,Flamengo-PI,0-1,Atlético-GO
R1,1,12/03/14,Juazeiro,0-2,Tupi
R1,1,12/03/14,Náutico-RR,1-4,Ponte Preta
R1,1,12/03/14,Remo,1-6,Internacional
R1,1,12/03/14,CSA,0-1,São Paulo
R1,1,13/03/14,Rondonópolis,2-2,CRB
R1,1,13/03/14,CENE,2-2,Coritiba
R1,1,19/03/14,Londrina,2-0,Criciúma
R1,1,19/03/14,JMalucelli,1-1,Vitória
R1,1,19/03/14,Villa Nova-MG,1-1,Bahia
R1,1,19/03/14,Bahia de Feira,0-2,Corinthians
R1,1,20/03/14,São Bernardo,1-1,Paraná
R1,1,20/03/14,Horizonte,3-1,Fluminense
R1,1,02/04/14,Santa Rita,0-0,Guarani
R1,1,02/04/14,Boavista,1-2,América-RN
R1,1,02/04/14,Potiguar,1-0,Portuguesa
R1,1,02/04/14,Botafogo-PB,2-0,Goiás
R1,1,02/04/14,Santos-AP,0-3,América-MG
R1,1,02/04/14,Barbalha,0-0,Cuiabá
R1,1,02/04/14,Maranhão,2-2,Paysandu
R1,1,02/04/14,Caldense,2-0,Duque de Caxias
R1,1,02/04/14,Lajeadense,0-0,Bragantino
R1,1,02/04/14,Plácido de Castro,0-0,Figueirense
R1,1,02/04/14,Mixto,0-0,Santos
R1,1,03/04/14,Paragominas,0-4,ASA
R1,1,03/04/14,Resende,0-0,Vasco
R1,1,03/04/14,Naviraiense,1-4,Avaí
R1,1,08/04/14,Rio Branco-AC,0-2,Chapecoense
R1,2,02/04/14,ABC,4-1,Desportiva Ferroviária
R1,2,02/04/14,Palmeiras,2-0,Vilhena
R1,2,09/04/14,Guarani,1-2,Santa Rita
R1,2,09/04/14,Náutico,1-0,Sergipe
R1,2,09/04/14,Portuguesa,2-1,Potiguar
R1,2,09/04/14,Novo Hamburgo,1-0,Joinville
R1,2,09/04/14,Atlético-GO,2-2,Flamengo-PI
R1,2,09/04/14,CRB,2-0,Rondonópolis
R1,2,09/04/14,Figueirense,3-1,Plácido de Castro
R1,2,09/04/14,Grêmio Barueri,0-0,Goianésia
R1,2,09/04/14,Santa Cruz,3-1,Lagarto-SE
R1,2,09/04/14,Treze,2-1,Tombense
R1,2,09/04/14,Bragantino,1-0,Lajeadense
R1,2,09/04/14,Sampaio Corrêa,3-1,Interporto
R1,2,09/04/14,Nacional-AM,2-1,São Luiz
R1,2,09/04/14,São Paulo,3-0,CSA
R1,2,10/04/14,Fluminense,5-0,Horizonte
R1,2,10/04/14,Paraná,3-1,São Bernardo
R1,2,10/04/14,Criciúma,2-1,Londrina
R1,2,16/04/14,Coritiba,2-0,CENE
R1,2,16/04/14,Paysandu,2-1,Maranhão
R1,2,16/04/14,Duque de Caxias,2-2,Caldense
R1,1,16/04/14,Princesa,3-1,Brasiliense
R1,2,16/04/14,Cuiabá,2-0,Barbalha
R1,2,16/04/14,Santos,3-0,Mixto
R1,2,16/04/14,Vasco,1-0,Resende
R1,2,16/04/14,Goiás,0-0,Botafogo-PB
R1,1,22/04/14,Joinville,2-2,Novo Hamburgo
R1,2,23/04/14,Brasiliense,4-2,Princesa
R1,2,23/04/14,América-RN,2-0,Boavista
R1,2,30/04/14,Bahia,2-0,Villa Nova-MG
R1,1,30/04/14,Parnahyba,0-1,Ceará
R1,1,01/05/14,Brasília,1-3,Sport
R1,1,24/04/14,JMalucelli,1-1,Vitória
R1,2,07/05/14,Ceará,4-1,Parnahyba
