Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
R1,1,09/03/21,Águia Negra,0-1,Vitória
R1,1,09/03/21,Campinense,1-7,Bahia
R1,1,10/03/21,Gama,1-2,Ponte Preta
R1,1,10/03/21,Madureira,0-1,Paysandu
R1,1,10/03/21,4 de Julho,1-0,Confiança
R1,1,10/03/21,Rio Branco-ES,2-1,Sampaio Corrêa
R1,1,10/03/21,Cianorte,1-0,Paraná
R1,1,10/03/21,Juazeirense,3-2,Sport
R1,1,10/03/21,Moto Club,0-5,Botafogo
R1,1,11/03/21,Real Brasília,0-2,América-RN
R1,1,11/03/21,Uberlândia,1-1,Luverdense
R1,1,11/03/21,São Raimundo-RR,1-1,Cruzeiro
R1,1,11/03/21,Boavista-RJ,3-1,Goiás
R1,1,16/03/21,Sergipe,0-0,Cuiabá
R1,1,16/03/21,Murici,0-3,Juventude
R1,1,17/03/21,Castanhal,0-3,Volta Redonda
R1,1,17/03/21,Rio Branco de Venda Nova,1-1,ABC
R1,1,17/03/21,Juventude-MA,0-2,Operário Ferroviário
R1,1,17/03/21,Guarany de Sobral,1-5,CSA
R1,1,17/03/21,Picos,1-0,Atlético-AC
R1,1,17/03/21,Nova Mutum,0-0,Tombense
R1,1,17/03/21,Atlético-BA,0-3,Vila Nova
R1,1,17/03/21,Galvez EC,1-3,Atlético Goianiense
R1,1,17/03/21,Retrô FC,1-0,Brusque
R1,1,17/03/21,Santa Cruz-RS,0-0,Joinville
R1,1,17/03/21,Caxias,0-1,Fortaleza
R1,1,17/03/21,Esportivo,0-2,Remo
R1,1,17/03/21,Salgueiro,0-3,Corinthians
R1,1,18/03/21,Marília,0-0,Criciúma
R1,1,18/03/21,Caldense,1-1,Vasco
R1,1,18/03/21,União Rondonópolis,0-1,Coritiba
R1,1,18/03/21,Treze,0-1,América Mineiro
R1,1,18/03/21,FC Cascavel,2-1,Figueirense
R1,1,18/03/21,Mirassol,2-3,Red Bull Bragantino
R1,1,18/03/21,Penarol-AM,1-1,Ypiranga-RS
R1,1,25/03/21,Palmas,0-1,Avaí
R1,1,25/03/21,Porto Velho EC,0-1,Ferroviário
R1,1,26/03/21,Jaraguá,1-4,Manaus FC
R1,1,26/03/21,Ypiranga-AP,0-4,Santa Cruz
R1,1,27/03/21,Goianésia,2-3,CRB
R2,1,26/03/21,Corinthians,1-1,Retrô FC
R2,1,01/04/21,Luverdense,1-2,Red Bull Bragantino
R2,1,06/04/21,Coritiba,3-2,Operário Ferroviário
R2,1,06/04/21,Fortaleza,1-0,Ypiranga-RS
R2,1,07/04/21,Juazeirense,3-3,Volta Redonda
R2,1,07/04/21,Picos,0-1,Boavista-RJ
R2,1,07/04/21,Vitória,2-0,Rio Branco-ES
R2,1,07/04/21,Tombense,1-2,Vasco
R2,1,07/04/21,Bahia,4-1,Manaus FC
R2,1,08/04/21,Criciúma,1-1,Ponte Preta
R2,1,08/04/21,Vila Nova,1-1,Juventude
R2,1,13/04/21,Paysandu,1-2,CRB
R2,1,13/04/21,Cianorte,1-0,Santa Cruz
R2,1,13/04/21,CSA,1-1,Remo
R2,1,14/04/21,América Mineiro,1-1,Ferroviário
