Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
R3,2,27/08/20,São José-RS,1-0,Atlético Goianiense
R4,1,16/09/20,Ponte Preta,2-2,América-MG
R4,1,16/09/20,Brusque,0-2,Ceará
R4,1,16/09/20,Fluminense,1-0,Atlético Goianiense
R4,1,17/09/20,Juventude,2-0,CRB
R4,1,17/09/20,Botafogo,1-0,Vasco
R4,2,22/09/20,CRB,1-0,Juventude
R4,2,22/09/20,América-MG,3-1,Ponte Preta
R4,2,23/09/20,Ceará,5-1,Brusque
R4,2,23/09/20,Vasco,0-0,Botafogo
R4,2,24/09/20,Atlético Goianiense,3-1,Fluminense
O,1,14/10/20,Fortaleza,3-3,São Paulo
O,2,25/10/20,São Paulo,2-2,Fortaleza
O,1,27/10/20,Botafogo,0-1,Cuiabá
O,1,28/10/20,Santos,0-0,Ceará
O,1,28/10/20,Atlético Goianiense,1-2,Internacional
O,1,28/10/20,Athletico-PR,0-1,Flamengo
O,1,28/10/20,Corinthians,0-1,América-MG
O,1,29/10/20,Red Bull Bragantino,1-3,Palmeiras
O,1,29/10/20,Grêmio,1-0,Juventude
O,2,03/11/20,Cuiabá,0-0,Botafogo
O,2,03/11/20,Internacional,2-1,Atlético Goianiense
O,2,04/11/20,Ceará,1-0,Santos
O,2,04/11/20,Flamengo,3-2,Athletico-PR
O,2,04/11/20,América-MG,1-1,Corinthians
O,2,05/11/20,Palmeiras,1-0,Red Bull Bragantino
O,2,05/11/20,Juventude,0-1,Grêmio
Q,1,11/11/20,Palmeiras,3-0,Ceará
Q,1,11/11/20,Cuiabá,1-2,Grêmio
Q,1,11/11/20,Flamengo,1-2,São Paulo
Q,1,11/11/20,Internacional,0-1,América-MG
Q,2,18/11/20,Grêmio,2-0,Cuiabá
Q,2,18/11/20,Ceará,2-2,Palmeiras
Q,2,18/11/20,São Paulo,3-0,Flamengo
Q,2,18/11/20,América-MG,0-1,Internacional
S,1,23/12/20,Palmeiras,1-1,América-MG
S,1,23/12/20,Grêmio,1-0,São Paulo
S,2,30/12/20,América-MG,0-2,Palmeiras
S,2,30/12/20,São Paulo,0-0,Grêmio
F,1,28/02/21,Grêmio,0-1,Palmeiras
F,2,07/03/21,Palmeiras,2-0,Grêmio
