Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
Q,2,19/05/09,Coritiba,1-0,Ponte Preta
Q,2,20/05/09,Fluminense,2-2,Corinthians
Q,2,20/05/09,Vitória,1-1,Vasco
Q,2,20/05/09,Internacional,2-1,Flamengo
S,1,27/05/09,Vasco,1-1,Corinthians
S,1,27/05/09,Internacional,3-1,Coritiba
S,2,03/06/09,Corinthians,0-0,Vasco
S,2,03/06/09,Coritiba,1-0,Internacional
F,1,17/06/09,Corinthians,2-0,Internacional
F,2,01/07/09,Internacional,2-2,Corinthians
