Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
R1,1,30/01/18,Vitória da Conquista,0-0,Boa Esporte
R1,1,30/01/18,Caxias,0-0,Athletico-PR
R1,1,31/01/18,Nova Iguaçu,1-1,Bragantino
R1,1,31/01/18,Boavista-RJ,1-1,Internacional
R1,1,31/01/18,Caldense,0-1,Fluminense
R1,1,31/01/18,Atlético Tubarão,2-0,América-RN
R1,1,31/01/18,Aimoré,1-2,Cuiabá
R1,1,31/01/18,Uberlândia,2-0,Ituano
R1,1,31/01/18,Novoperário,2-3,Salgueiro
R1,1,31/01/18,Interporto,0-0,Juventude
R1,1,31/01/18,Cordino,1-1,Náutico
R1,1,31/01/18,Itabaiana,0-1,Joinville
R1,1,31/01/18,Floresta-CE,0-2,Botafogo-PB
R1,1,31/01/18,Treze,0-2,Figueirense
R1,1,31/01/18,Independente Tucuruí,0-1,Sampaio Corrêa
R1,1,31/01/18,Madureira,0-1,São Paulo
R1,1,31/01/18,Real Ariquemes,0-1,Londrina
R1,1,31/01/18,Fluminense de Feira,2-0,Santa Cruz
R1,1,01/02/18,URT,1-1,Paraná
R1,1,01/02/18,Novo Hamburgo,2-1,Paysandu
R1,1,06/02/18,Nacional-AM,0-0,Ponte Preta
R1,1,06/02/18,Brasiliense,1-1,Oeste
R1,1,06/02/18,Inter de Limeira,1-0,Rio Branco-AC
R1,1,06/02/18,Aparecidense,2-1,Botafogo
R1,1,07/02/18,Ceilândia,2-3,Avaí
R1,1,07/02/18,Atlético Itapemirim,0-2,Remo
R1,1,07/02/18,Altos,2-1,Atlético Goianiense
R1,1,07/02/18,São Caetano,1-1,Criciúma
R1,1,07/02/18,Parnahyba,1-1,Coritiba
R1,1,07/02/18,Santos-AP,1-2,Sport
R1,1,07/02/18,Globo FC,0-2,Vitória
R1,1,07/02/18,Cianorte,2-0,ABC
R1,1,07/02/18,Sinop,0-1,Goiás
R1,1,07/02/18,Atlético-AC,1-1,Atlético Mineiro
R1,1,07/02/18,Ferroviário,2-1,Confiança
R1,1,07/02/18,União Rondonópolis,1-3,CRB
R1,1,07/02/18,Corumbaense,1-0,ASA
R1,1,07/02/18,Brusque,0-1,Ceará
R1,1,07/02/18,Manaus FC,2-2,CSA
R1,1,07/02/18,São Raimundo-RR,0-1,Vila Nova
R2,1,14/02/18,Fluminense de Feira,0-1,Náutico
R2,1,15/02/18,Fluminense,5-0,Salgueiro
R2,1,15/02/18,Vitória,3-0,Corumbaense
R2,1,15/02/18,Sport,3-3,Ferroviário
R2,1,15/02/18,CSA,0-2,São Paulo
R2,1,15/02/18,Novo Hamburgo,1-1,CRB
R2,1,21/02/18,Criciúma,1-1,Cianorte
R2,1,21/02/18,Goiás,0-0,Boa Esporte
R2,1,21/02/18,Figueirense,2-1,Oeste
R2,1,21/02/18,Cuiabá,3-1,Aparecidense
R2,1,21/02/18,Botafogo-PB,0-4,Atlético Mineiro
R2,1,21/02/18,Ponte Preta,1-0,Inter de Limeira
R2,1,21/02/18,Remo,1-2,Internacional
R2,1,21/02/18,Londrina,1-2,Ceará
R2,1,21/02/18,Athletico-PR,5-4,Atlético Tubarão
R2,1,21/02/18,Bragantino,1-0,Altos
R2,1,22/02/18,Vila Nova,2-2,Joinville
R2,1,22/02/18,Juventude,0-2,Avaí
R2,1,22/02/18,Uberlândia,0-2,Coritiba
R2,1,22/02/18,Sampaio Corrêa,1-0,Paraná
R3,1,28/02/18,Bragantino,1-0,Vitória
R3,1,28/02/18,São Paulo,2-0,CRB
R3,1,28/02/18,Náutico,2-1,Cuiabá
R3,1,28/02/18,Ponte Preta,0-0,Sampaio Corrêa
R3,1,28/02/18,Goiás,1-0,Coritiba
R3,1,28/02/18,Ferroviário,1-1,Vila Nova
R3,1,28/02/18,Athletico-PR,0-0,Ceará
R3,1,28/02/18,Figueirense,0-1,Atlético Mineiro
R3,1,01/03/18,Fluminense,1-2,Avaí
R3,1,01/03/18,Internacional,2-0,Cianorte
R3,2,14/03/18,CRB,0-3,São Paulo
R3,2,14/03/18,Coritiba,1-1,Goiás
R3,2,14/03/18,Cianorte,0-2,Internacional
R3,2,14/03/18,Atlético Mineiro,1-2,Figueirense
R3,2,14/03/18,Cuiabá,0-1,Náutico
R3,2,15/03/18,Vitória,3-0,Bragantino
R3,2,15/03/18,Sampaio Corrêa,0-0,Ponte Preta
R3,2,15/03/18,Vila Nova,0-1,Ferroviário
R3,2,15/03/18,Ceará,1-1,Athletico-PR
R3,2,15/03/18,Avaí,1-0,Fluminense
R4,1,04/04/18,Atlético Mineiro,4-0,Ferroviário
R4,1,04/04/18,Athletico-PR,2-1,São Paulo
R4,1,11/04/18,Internacional,2-1,Vitória
R4,1,11/04/18,Avaí,2-2,Goiás
R4,1,11/04/18,Ponte Preta,3-0,Náutico
R4,2,18/04/18,Goiás,2-0,Avaí
R4,2,18/04/18,Náutico,1-0,Ponte Preta
R4,2,18/04/18,Ferroviário,2-2,Atlético Mineiro
R4,2,19/04/18,Vitória,1-0,Internacional
R4,2,19/04/18,São Paulo,2-2,Athletico-PR
O,1,25/04/18,Goiás,0-2,Grêmio
O,1,25/04/18,Vitória,0-0,Corinthians
O,1,02/05/18,Ponte Preta,0-1,Flamengo
O,1,02/05/18,Atlético Mineiro,0-0,Chapecoense
O,2,09/05/18,Grêmio,3-1,Goiás
O,1,09/05/18,América-MG,1-2,Palmeiras
O,1,09/05/18,Bahia,3-0,Vasco
O,2,10/05/18,Flamengo,0-0,Ponte Preta
O,2,10/05/18,Corinthians,3-1,Vitória
O,1,10/05/18,Santos,5-1,Luverdense
O,2,16/05/18,Chapecoense,0-0,Atlético Mineiro
O,1,16/05/18,Athletico-PR,1-2,Cruzeiro
O,1,17/05/18,Luverdense,2-1,Santos
O,1,23/05/18,Palmeiras,1-1,América-MG
O,2,16/07/18,Vasco,2-0,Bahia
O,2,16/07/18,Cruzeiro,1-1,Athletico-PR
Q,1,01/08/18,Santos,0-1,Cruzeiro
Q,1,01/08/18,Grêmio,1-1,Flamengo
Q,1,01/08/18,Corinthians,1-0,Chapecoense
Q,1,02/08/18,Bahia,0-0,Palmeiras
Q,2,15/08/18,Cruzeiro,1-2,Santos
Q,2,15/08/18,Chapecoense,0-1,Corinthians
Q,2,15/08/18,Flamengo,1-0,Grêmio
Q,2,16/08/18,Palmeiras,1-0,Bahia
S,1,12/09/18,Flamengo,0-0,Corinthians
S,1,12/09/18,Palmeiras,0-1,Cruzeiro
S,2,26/09/18,Corinthians,2-1,Flamengo
S,2,26/11/18,Cruzeiro,1-1,Palmeiras
F,1,10/10/18,Cruzeiro,1-0,Corinthians
F,2,17/10/18,Corinthians,1-2,Cruzeiro
