Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
R1,1,22/02/22,Lagarto-SE,0-0,Figueirense
R1,1,22/02/22,URT,1-1,Avaí
R1,1,22/02/22,FC Cascavel,1-0,Ponte Preta
R1,1,23/02/22,Tuntum,4-2,Volta Redonda
R1,1,23/02/22,Salgueiro,0-3,Santos
R1,1,23/02/22,Azuriz Futebol,1-0,Botafogo-SP
R1,1,23/02/22,ASA,0-2,Cuiabá
R1,1,23/02/22,Glória,1-0,GE Brasil
R1,1,23/02/22,Tocantinópolis,1-0,Náutico
R1,1,23/02/22,Atlético-BA,1-1,CSA
R1,1,23/02/22,Sergipe,0-5,Cruzeiro
R1,1,23/02/22,SC Humaitá,2-2,Brasiliense
R1,1,24/02/22,Nova Iguaçu,0-0,Criciúma
R1,1,24/02/22,Fluminense-PI,2-0,Oeste
R1,1,24/02/22,São Raimundo-AM,0-1,Manaus FC
R1,1,24/02/22,Bahia de Feira,2-5,Coritiba
R1,1,24/02/22,Campinense,0-0,São Paulo
R1,1,01/03/22,Icasa,0-0,Tombense
R1,1,01/03/22,Maricá,0-1,Guarani
R1,1,01/03/22,Pouso Alegre,2-0,Paraná
R1,1,01/03/22,Moto Club,3-2,Chapecoense
R1,1,01/03/22,Sousa,1-1,Goiás
R1,1,01/03/22,Mirassol,3-2,Grêmio
R1,1,02/03/22,Tuna Luso,1-0,Grêmio Novorizontino
R1,1,02/03/22,Ceilândia,2-0,Londrina
R1,1,02/03/22,Porto Velho EC,1-2,Juventude
R1,1,02/03/22,CEOV Operário,1-2,Sampaio Corrêa
R1,1,02/03/22,Altos,1-0,Sport
R1,1,02/03/22,São Raimundo-RR,0-3,Ceará
R1,1,02/03/22,Real Noroeste,2-1,Operário Ferroviário
R1,1,02/03/22,Rio Branco-AC,0-0,Vila Nova
R1,1,02/03/22,Grêmio Anápolis,0-0,Juazeirense
R1,1,02/03/22,Trem,0-3,Paysandu
R1,1,02/03/22,Costa Rica EC,0-3,ABC
R1,1,02/03/22,Portuguesa-RJ,1-0,CRB
R1,1,02/03/22,Ferroviária,0-1,Vasco
R1,1,03/03/22,Nova Venécia FC,2-1,Ferroviário
R1,1,03/03/22,União Rondonópolis,0-3,Atlético Goianiense
R1,1,03/03/22,Castanhal,1-1,Vitória
R1,1,03/03/22,Globo FC,2-0,Internacional
R2,1,16/03/22,ABC,1-1,Altos
R2,1,16/03/22,Moto Club,1-1,Tombense
R2,1,16/03/22,Tocantinópolis,2-0,FC Cascavel
R2,1,16/03/22,Globo FC,1-1,Brasiliense
R2,1,16/03/22,Tuntum,0-3,Cruzeiro
R2,1,16/03/22,CSA,4-1,Paysandu
R2,1,16/03/22,São Paulo,2-0,Manaus FC
R2,1,17/03/22,Real Noroeste,0-1,Juventude
R2,1,17/03/22,Goiás,1-0,Criciúma
R2,1,23/03/22,Vitória,2-0,Glória
R2,1,08/03/22,Figueirense,2-2,Cuiabá
R2,1,08/03/22,Fluminense-PI,1-1,Santos
R2,1,09/03/22,Azuriz Futebol,1-0,Mirassol
R2,1,09/03/22,Juazeirense,1-1,Vasco
R2,1,10/03/22,Avaí,1-2,Ceilândia
R2,1,10/03/22,Pouso Alegre,1-1,Coritiba
R2,1,15/03/22,Portuguesa-RJ,2-0,Sampaio Corrêa
R2,1,15/03/22,Atlético Goianiense,2-1,Nova Venécia FC
R2,1,15/03/22,Guarani,2-2,Vila Nova
R2,1,15/03/22,Ceará,2-0,Tuna Luso
R3,1,19/04/22,CSA,0-3,América-MG
R3,1,19/04/22,Bahia,0-0,Azuriz Futebol
R3,1,19/04/22,Fluminense,3-2,Vila Nova
R3,1,19/04/22,Remo,2-1,Cruzeiro
R3,1,20/04/22,Fortaleza,3-0,Vitória
R3,1,20/04/22,Atlético-MG,3-0,Brasiliense
R3,1,20/04/22,Tocantinópolis,2-5,Athletico-PR
R3,1,20/04/22,Goiás,1-2,Red Bull Bragantino
R3,1,20/04/22,Juventude,2-2,São Paulo
R3,1,20/04/22,Coritiba,1-0,Santos
R3,1,20/04/22,Ceilândia,0-3,Botafogo
R3,1,20/04/22,Tombense,0-2,Ceará
R3,1,20/04/22,Portuguesa-RJ,1-1,Corinthians
