Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
R3,1,21/04/22,Atlético Goianiense,1-1,Cuiabá
R3,1,30/04/22,Palmeiras,2-1,Juazeirense
R3,1,01/05/22,Altos,1-2,Flamengo
R3,2,10/05/22,América-MG,2-0,CSA
R3,2,10/05/22,Azuriz Futebol,1-1,Bahia
R3,2,10/05/22,Athletico-PR,4-0,Tocantinópolis
R3,2,11/05/22,Juazeirense,1-2,Palmeiras
R3,2,11/05/22,Ceará,2-0,Tombense
R3,2,11/05/22,Flamengo,2-0,Altos
R3,2,11/05/22,Corinthians,2-0,Portuguesa-RJ
R3,2,11/05/22,Vila Nova,0-2,Fluminense
R3,2,11/05/22,Cuiabá,0-0,Atlético Goianiense
R3,2,12/05/22,Vitória,0-1,Fortaleza
R3,2,12/05/22,São Paulo,2-0,Juventude
R3,2,12/05/22,Cruzeiro,1-0,Remo
R3,2,12/05/22,Santos,3-0,Coritiba
R3,2,12/05/22,Botafogo,3-0,Ceilândia
R3,2,22/05/22,Brasiliense,0-1,Atlético-MG
R3,2,31/05/22,Red Bull Bragantino,0-1,Goiás
O,1,22/06/22,Atlético Goianiense,0-0,Goiás
O,1,22/06/22,Bahia,1-2,Athletico-PR
O,1,22/06/22,Fortaleza,2-0,Ceará
O,1,22/06/22,Corinthians,4-0,Santos
O,1,22/06/22,Atlético-MG,2-1,Flamengo
O,1,23/06/22,Fluminense,2-1,Cruzeiro
O,1,23/06/22,São Paulo,1-0,Palmeiras
O,1,30/06/22,América-MG,3-0,Botafogo
O,2,12/07/22,Athletico-PR,2-1,Bahia
O,2,12/07/22,Cruzeiro,0-3,Fluminense
O,2,13/07/22,Goiás,0-3,Atlético Goianiense
O,2,13/07/22,Ceará,1-0,Fortaleza
O,2,13/07/22,Flamengo,2-0,Atlético-MG
O,2,13/07/22,Santos,1-0,Corinthians
O,2,14/07/22,Palmeiras,2-1,São Paulo
O,2,14/07/22,Botafogo,0-2,América-MG
Q,1,27/07/22,Flamengo,0-0,Athletico-PR
Q,1,27/07/22,Atlético Goianiense,2-0,Corinthians
Q,1,28/07/22,São Paulo,1-0,América-MG
Q,1,28/07/22,Fortaleza,0-1,Fluminense
Q,2,17/08/22,Fluminense,2-2,Fortaleza
Q,2,17/08/22,Corinthians,4-1,Atlético Goianiense
Q,2,17/08/22,Athletico-PR,0-1,Flamengo
Q,2,18/08/22,América-MG,2-2,São Paulo
S,1,24/08/22,Fluminense,2-2,Corinthians
S,1,24/08/22,São Paulo,1-3,Flamengo
S,2,14/09/22,Flamengo,1-0,São Paulo
S,2,15/09/22,Corinthians,3-0,Fluminense
F,1,12/10/22,Corinthians,0-0,Flamengo
F,2,19/10/22,Flamengo,1-1,Corinthians
