Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
P,1,18/02/15,Atlético-AC,0-1,Real Noroeste
P,2,22/02/15,Real Noroeste,3-2,Atlético-AC
R1,1,25/02/15,Luziânia,0-3,América-MG
R1,1,25/02/15,Santo André,0-1,Goiás
R1,1,25/02/15,Moto Club,1-1,Boa Esporte
R1,1,25/02/15,Estrela do Norte,3-2,Sampaio Corrêa
R1,1,25/02/15,Amadense,1-2,CRB
R1,1,25/02/15,São Raimundo,1-3,ASA
R1,1,25/02/15,Brasil de Pelotas,1-2,Flamengo
R1,1,03/03/15,Vilhena,1-1,Ponte Preta
R1,1,04/03/15,Boavista,0-1,ABC
R1,1,04/03/15,Santos-AP,1-3,Portuguesa
R1,1,04/03/15,Independente PA,5-0,Icasa
R1,1,04/03/15,Capivariano,3-0,Caxias
R1,1,04/03/15,Murici,3-2,Cuiabá
R1,1,04/03/15,Alecrim,0-2,Tupi
R1,1,04/03/15,Conquista,1-4,Palmeiras
R1,1,04/03/15,Villa Nova,0-3,Coritiba
R1,1,05/03/15,Maringá,2-0,Madureira
R1,1,05/03/15,Cabofriense,1-1,Luverdense
R1,1,17/03/15,Londrina,0-1,Santos
R1,1,18/03/15,Lajeadense,2-1,Bragantino
R1,1,18/03/15,Real Noroeste,1-4,Criciúma
R1,1,18/03/15,Interporto,2-5,Chapecoense
R1,1,18/03/15,Princesa,2-2,Figueirense
R1,1,18/03/15,Águia Negra,2-2,Paysandu
R1,1,31/03/15,Piauí,1-5,Salgueiro
R1,1,01/04/15,Rio Branco,1-2,Vasco
R1,1,01/04/15,Ituano,3-0,Joinville
R1,1,01/04/15,Anapolina,1-2,Vitória
R1,1,01/04/15,Ríver,0-1,Fortaleza
R1,1,01/04/15,Globo,1-5,América-RN
R1,1,01/04/15,Jacuipense,0-1,Paraná
R1,1,01/04/15,Coruripe,1-1,Atlético-GO
R1,1,01/04/15,Operário,0-0,Avaí
R1,1,01/04/15,CENE,1-2,Sport
R1,1,01/04/15,Botafogo-PB,2-2,Botafogo
R1,1,01/04/15,Confiança,0-0,Ceará
R1,1,01/04/15,Campinense,1-2,Grêmio
R1,1,02/04/15,Brasília,0-1,Náutico
R1,1,02/04/15,Remo,1-1,Athletico-PR
R1,1,02/04/15,Nacional,0-0,Bahia
R1,2,18/03/15,Cuiabá,2-0,Murici
R1,2,18/03/15,Luverdense,1-0,Cabofriense
R1,2,18/03/15,Flamengo,2-0,Brasil de Pelotas
R1,2,19/03/15,Caxias,0-0,Capivariano
R1,2,19/03/15,ABC,2-0,Boavista
R1,2,19/03/15,Icasa,2-0,Independente PA
R1,2,01/04/15,Figueirense,2-1,Princesa
R1,2,01/04/15,Goiás,1-0,Santo André
R1,2,01/04/15,Sampaio Corrêa,4-1,Estrela do Norte
R1,2,01/04/15,Paysandu,2-0,Águia Negra
R1,2,02/04/15,CRB,1-0,Amadense
R1,2,02/04/15,Ponte Preta,3-0,Vilhena
R1,2,14/04/15,Vitória,1-1,Anapolina
R1,2,14/04/15,Avaí,3-1,Operário
R1,2,15/04/15,Madureira,3-1,Maringá
R1,2,15/04/15,Botafogo,4-2,Botafogo-PB
R1,2,15/04/15,Joinville,1-0,Ituano
R1,2,15/04/15,Santos,1-0,Londrina
R1,2,15/04/15,Athletico-PR,1-1,Remo
R1,2,15/04/15,Boa Esporte,1-1,Moto Club
R1,2,15/04/15,Vasco,3-2,Rio Branco
R1,2,15/04/15,Ceará,1-0,Confiança
R1,2,15/04/15,Grêmio,2-0,Campinense
R1,2,15/04/15,Náutico,2-0,Brasília
R1,2,16/04/15,Bragantino,1-0,Lajeadense
R1,2,16/04/15,Bahia,3-2,Nacional
R1,2,16/04/15,Fortaleza,2-1,Ríver
R1,2,16/04/15,Sport,4-1,CENE
R1,2,23/04/15,Paraná,0-1,Jacuipense
R1,2,30/04/15,Atlético-GO,2-0,Coruripe
R2,1,22/04/15,Salgueiro,0-2,Flamengo
R2,1,23/04/15,Ituano,1-1,Portuguesa
R2,1,23/04/15,Bragantino,0-3,Criciúma
R2,1,28/04/15,Tupi,1-0,Athletico-PR
R2,1,29/04/15,Sampaio Corrêa,1-1,Palmeiras
R2,1,29/04/15,Capivariano,1-2,Botafogo
R2,1,30/04/15,Jacuipense,0-2,Náutico
R2,1,06/05/15,Fortaleza,2-1,Coritiba
R2,1,06/05/15,Chapecoense,2-0,Sport
R2,1,06/05/15,Avaí,1-0,Figueirense
R2,1,06/05/15,Maringá,2-2,Santos
R2,1,07/05/15,Moto Club,1-2,Ponte Preta
R2,1,07/05/15,Independente PA,1-0,Goiás
R2,1,12/05/15,América-MG,1-1,Ceará
R2,1,12/05/15,Paysandu,1-0,ABC
R2,1,12/05/15,América-RN,4-2,Atlético-GO
R2,1,12/05/15,Luverdense,0-0,Bahia
R2,1,13/05/15,CRB,1-3,Grêmio
R2,1,13/05/15,ASA,1-1,Vitória
R2,1,13/05/15,Cuiabá,1-1,Vasco
R2,2,28/04/15,Portuguesa,1-2,Ituano
R2,2,06/05/15,Athletico-PR,2-1,Tupi
R2,2,06/05/15,Botafogo,3-0,Capivariano
R2,2,12/05/15,Palmeiras,5-1,Sampaio Corrêa
R2,2,13/05/15,Ponte Preta,4-1,Moto Club
R2,2,13/05/15,Goiás,3-0,Independente PA
R2,2,13/05/15,Santos,1-0,Maringá
R2,2,13/05/15,Sport,2-0,Chapecoense
R2,2,13/05/15,Figueirense,2-0,Avaí
R2,2,13/05/15,Coritiba,2-1,Fortaleza
R2,2,19/05/15,ABC,1-2,Paysandu
R2,2,19/05/15,Vitória,2-2,ASA
R2,2,20/05/15,Atlético-GO,1-0,América-RN
R2,2,20/05/15,Vasco,0-0,Cuiabá
R2,2,20/05/15,Bahia,3-1,Luverdense
R2,2,20/05/15,Ceará,3-0,América-MG
R3,1,20/05/15,Ituano,2-0,Goiás
R3,1,20/05/15,Figueirense,2-2,Botafogo
R3,1,20/05/15,Sport,2-1,Santos
R3,1,27/05/15,Coritiba,2-1,Ponte Preta
R3,1,27/05/15,Flamengo,1-1,Náutico
R3,1,27/05/15,Palmeiras,0-0,ASA
R3,1,14/07/15,Grêmio,0-1,Criciúma
R3,1,15/07/15,Ceará,0-0,Tupi
R3,1,15/07/15,Vasco,3-1,América-RN
R3,1,15/07/15,Paysandu,3-0,Bahia
R3,2,27/05/15,Goiás,3-1,Ituano
R3,2,14/07/15,Botafogo,0-1,Figueirense
R3,2,15/07/15,ASA,0-1,Palmeiras
R3,2,15/07/15,Náutico,0-2,Flamengo
R3,2,21/07/15,Criciúma,0-1,Grêmio
R3,2,22/07/15,Tupi,1-2,Ceará
R3,2,22/07/15,Bahia,2-0,Paysandu
R3,2,22/07/15,Santos,3-1,Sport
R3,2,22/07/15,Ponte Preta,2-1,Coritiba
R3,2,22/07/15,América-RN,2-3,Vasco
O,1,19/08/15,Coritiba,0-1,Grêmio
O,1,19/08/15,Atlético-MG,1-1,Figueirense
O,1,19/08/15,Palmeiras,2-1,Cruzeiro
O,1,19/08/15,Santos,2-0,Corinthians
O,1,19/08/15,Flamengo,0-1,Vasco
O,1,20/08/15,Internacional,2-0,Ituano
O,1,20/08/15,Fluminense,2-1,Paysandu
O,1,20/08/15,São Paulo,1-2,Ceará
O,2,26/08/15,Ceará,0-3,São Paulo
