Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
R1,1,22/02/07,Vilavelhense,1-0,Treze
R1,1,22/02/07,Barras,1-0,Ceará
R1,1,22/02/07,Vitória,1-1,Baraúnas
R1,2,28/02/07,São Raimundo-AM,1-0,Ananindeua
R1,2,28/02/07,Ponte Preta,2-3,Villa Nova-MG
R1,2,28/02/07,Cruzeiro,1-0,Veranópolis
R1,2,28/02/07,Sport,3-0,Campinense
R1,2,28/02/07,Treze,3-1,Vilavelhense
R1,2,28/02/07,Figueirense,2-0,Madureira
R1,2,28/02/07,Juventude,2-0,Ferroviária
R1,2,28/02/07,Paysandu,2-2,São José-AP
R1,2,28/02/07,Fluminense,6-0,ADESG
R1,2,28/02/07,Avaí,0-1,Rio Branco-PR
R1,2,28/02/07,Ceará,2-0,Barras
R1,2,28/02/07,Bahia,0-1,Itabaiana
R1,2,28/02/07,Vasco,6-0,Fast Clube
R1,2,01/03/07,Corinthians,3-0,Pirambu
R1,2,01/03/07,Botafogo,5-2,CSA
R2,1,14/03/07,Treze,0-2,Corinthians
R2,1,14/03/07,Portuguesa,0-0,Cruzeiro
R2,1,14/03/07,Ceará,1-2,Botafogo
R2,1,14/03/07,Brasiliense,0-0,Juventude
R2,1,14/03/07,América-RN,1-2,Fluminense
R2,1,14/03/07,Atlético-GO,2-3,Fortaleza
R2,1,14/03/07,Bahia,1-1,Goiás
R2,1,14/03/07,Ananindeua,0-5,Sport
R2,2,21/03/07,Noroeste,0-0,Figueirense
R2,2,21/03/07,Ulbra-RO,2-2,Coritiba
R2,2,21/03/07,Fortaleza,2-3,Atlético-GO
R2,2,21/03/07,Gama,2-2,Vasco
R2,2,21/03/07,Juventude,2-3,Brasiliense
R2,2,21/03/07,Goiás,3-3,Bahia
R2,2,21/03/07,Paysandu,1-0,Náutico
R2,2,21/03/07,Ipatinga,2-0,Palmeiras
R2,2,21/03/07,Vitória,4-1,Atlético-PR
R2,2,21/03/07,America-RJ,1-1,Atlético-MG
R2,2,22/03/07,Botafogo,2-0,Ceará
R2,2,04/04/07,Náutico,5-0,Paysandu
R2,2,04/04/07,Fluminense,0-1,América-RN
R2,2,04/04/07,Figueirense,4-1,Noroeste
R2,2,04/04/07,Villa Nova-MG,0-0,Avaí
R2,2,04/04/07,Coritiba,1-0,Ulbra-RO
R2,2,04/04/07,Vasco,1-2,Gama
R2,2,04/04/07,Atlético-MG,2-1,America-RJ
R2,2,05/04/07,Palmeiras,2-0,Ipatinga
R2,2,05/04/07,Cruzeiro,2-1,Portuguesa
R2,2,05/04/07,Atlético-PR,3-0,Vitória
R2,2,11/04/07,Avaí,3-2,Villa Nova-MG
O,1,18/04/07,Náutico,2-2,Corinthians
O,1,18/04/07,Gama,2-4,Figueirense
O,1,18/04/07,Ipatinga,1-1,Sport
O,1,18/04/07,Cruzeiro,0-1,Brasiliense
O,1,18/04/07,Atlético-GO,3-1,Atlético-PR
O,1,18/04/07,Avaí,0-2,Atlético-MG
O,1,19/04/07,Fluminense,1-1,Bahia
O,1,19/04/07,Coritiba,0-1,Botafogo
O,2,25/04/07,Figueirense,2-1,Gama
O,2,25/04/07,Sport,1-1,Ipatinga
O,2,25/04/07,Botafogo,3-3,Coritiba
O,2,25/04/07,Atlético-MG,1-0,Avaí
O,2,25/04/07,Bahia,2-2,Fluminense
O,2,25/04/07,Brasiliense,1-1,Cruzeiro
O,2,25/04/07,Atlético-PR,2-0,Atlético-GO
O,2,26/04/07,Corinthians,0-2,Náutico
Q,1,02/05/07,Fluminense,1-1,Atlético-PR
Q,1,02/05/07,Náutico,2-2,Figueirense
Q,1,02/05/07,Brasiliense,2-2,Ipatinga
Q,1,02/05/07,Atlético-MG,0-0,Botafogo
Q,2,09/05/07,Figueirense,1-0,Náutico
Q,2,09/05/07,Ipatinga,0-1,Brasiliense
Q,2,09/05/07,Atlético-PR,0-1,Fluminense
Q,2,10/05/07,Botafogo,2-1,Atlético-MG
S,1,16/05/07,Fluminense,4-2,Brasiliense
S,1,16/05/07,Figueirense,2-0,Botafogo
S,2,23/05/07,Botafogo,3-1,Figueirense
S,2,23/05/07,Brasiliense,1-1,Fluminense
F,1,30/05/07,Fluminense,1-1,Figueirense
F,2,06/06/07,Figueirense,0-1,Fluminense
