Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
P,1,19/02/16,Real Noroeste,1-1,Rio Branco-AC
P,2,26/02/16,Rio Branco-AC,1-0,Real Noroeste
R1,1,16/03/16,Confiança,1-0,Flamengo
R1,1,16/03/16,Globo,0-0,Bahia
R1,1,16/03/16,Rio Branco-ES,0-1,Santa Cruz
R1,1,17/03/16,Ypiranga-RS,2-2,Atlético-GO
R1,1,17/03/16,Brasil de Pelotas,0-1,Athletico-PR
R1,1,05/04/16,Coruripe,0-1,Botafogo
R1,1,06/04/16,Princesa-AM,1-2,Chapecoense
R1,1,06/04/16,Resende,2-2,Ceará
R1,1,06/04/16,Aparecidense,2-0,Sport
R1,1,06/04/16,Ivinhema,0-2,CRB
R1,1,06/04/16,Tombense,0-3,Fluminense
R1,2,06/04/16,Londrina,6-0,Parauapebas
R1,2,06/04/16,Bahia,3-1,Globo
R1,2,06/04/16,Santa Cruz,0-0,Rio Branco-ES
R1,1,07/04/16,River-PI,2-1,Goiás
R1,1,07/04/16,Caldense,1-2,Ponte Preta
R1,2,07/04/16,Atlético-GO,0-2,Ypiranga-RS
R1,2,07/04/16,Náutico,1-1,Vitória da Conquista
R1,1,12/04/16,Operário-PR,2-1,Criciúma
R1,1,13/04/16,Guarany de Sobral,0-3,Coritiba
R1,1,13/04/16,Remo,0-1,Vasco
R1,2,13/04/16,Salgueiro,1-1,Ferroviária
R1,1,14/04/16,Lajeadense,0-2,Figueirense
R1,2,14/04/16,Ponte Preta,1-1,Caldense
R1,2,14/04/16,Chapecoense,2-0,Princesa-AM
R1,2,14/04/16,Athletico-PR,1-0,Brasil de Pelotas
R1,1,19/04/16,Brasília,0-2,Bragantino
R1,1,20/04/16,RB Brasil,1-1,América-MG
R1,1,20/04/16,Campinense,0-0,Cruzeiro
R1,2,20/04/16,Sampaio Corrêa,0-1,Inter de Lages
R1,2,20/04/16,ABC,3-2,Goianésia
R1,2,20/04/16,Flamengo,3-0,Confiança
R1,1,21/04/16,Operário VG,1-0,Avaí
R1,1,21/04/16,Santos-AP,1-1,Santos
R1,2,21/04/16,Paraná,2-0,Estanciano
R1,2,26/04/16,Ceará,1-1,Resende
R1,2,26/04/16,Portuguesa,1-0,Parnahyba
R1,1,27/04/16,Independente-PA,1-2,Paysandu
R1,2,27/04/16,Vitória,3-1,Náutico-RR
R1,2,27/04/16,Goiás,2-1,River-PI
R1,2,27/04/16,Vasco,2-1,Remo
R1,2,28/04/16,Avaí,2-0,Operário VG
R1,2,28/04/16,América-MG,3-2,RB Brasil
R1,2,28/04/16,Criciúma,1-1,Operário-PR
R1,2,28/04/16,Sport,1-2,Aparecidense
R1,2,28/04/16,Fortaleza,2-0,Imperatriz
R1,2,28/04/16,Santos,3-0,Santos-AP
R1,2,28/04/16,Juventude,2-0,Tocantinópolis
R1,2,28/04/16,Botafogo,1-1,Coruripe
R1,2,30/04/16,Paysandu,2-0,Independente-PA
R2,1,03/05/16,Bragantino,1-0,Avaí
R2,1,04/05/16,Ferroviária,3-3,Fluminense
R2,1,04/05/16,Fortaleza,2-1,Flamengo
R1,2,04/05/16,Joinville,1-0,Comercial-MS
R2,1,05/05/16,Genus,0-1,Ponte Preta
R1,2,05/05/16,Cruzeiro,3-2,Campinense
R2,1,10/05/16,Londrina,0-2,Cruzeiro
R2,2,10/05/16,Avaí,1-1,Bragantino
R2,1,11/05/16,Galvez,0-3,Santos
R2,1,11/05/16,Paraná,2-1,Chapecoense
R2,1,11/05/16,Sampaio Corrêa,1-2,Figueirense
R2,1,11/05/16,Juventude,1-0,Coritiba
R2,1,11/05/16,Joinville,0-1,Ceará
R2,1,11/05/16,River-PI,0-1,Botafogo-PB
R2,1,11/05/16,Dom Bosco,2-2,Athletico-PR
R2,1,11/05/16,América-MG,0-0,Bahia
R2,1,11/05/16,CRB,0-1,Vasco
