Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
R1,1,06/02/08,Sport,4-1,Imperatriz
R1,1,06/02/08,Remo,0-2,Central
R1,1,13/02/08,Sousa,1-4,Vitória
R1,1,13/02/08,Itabaiana,0-1,Vasco
R1,1,13/02/08,Trem,0-0,Paraná
R1,1,13/02/08,Linhares FC,0-0,Juventude
R1,1,13/02/08,Roma Apucarana,0-2,Volta Redonda
R1,1,13/02/08,Fast Clube,3-1,Santa Cruz
R1,1,13/02/08,CENE,0-2,Palmeiras
R1,1,13/02/08,Ulbra-RO,1-1,Portuguesa
R1,1,13/02/08,Grêmio Jaciara,0-1,Grêmio
R1,1,13/02/08,Ituiutaba,0-0,Atlético Goianiense
R1,1,13/02/08,Barras,0-6,Corinthians
R1,1,13/02/08,Chapecoense,3-1,Guarani
R1,1,14/02/08,Baraúnas,2-2,Criciúma
R1,1,14/02/08,Águia Negra,3-4,Paranavaí
R1,1,14/02/08,Maranhão,1-2,São Caetano
R1,1,14/02/08,Tuna Luso,0-0,Coritiba
R1,1,15/02/08,Atlético Roraima,1-7,Náutico
R1,2,27/02/08,Portuguesa,3-1,Ulbra-RO
R1,2,27/02/08,Grêmio,6-0,Grêmio Jaciara
R1,1,27/02/08,Palmas,0-7,Atlético Mineiro
R1,2,27/02/08,Paraná,4-0,Trem
R1,2,27/02/08,Santa Cruz,1-0,Fast Clube
R1,1,27/02/08,Corinthians-AL,1-1,Atlético Paranaense
R1,2,27/02/08,Atlético Goianiense,3-2,Ituiutaba
R1,1,28/02/08,Nacional-PB,0-4,Internacional
R1,1,28/02/08,Botafogo-DF,1-3,Nacional-AM
R1,2,28/02/08,Central,0-0,Remo
R1,1,28/02/08,Coruripe,4-1,Juventus-SP
R1,1,28/02/08,Ulbra,1-1,Brasiliense
R1,1,28/02/08,Madureira,1-1,ABC
R1,1,28/02/08,Icasa,3-2,Bahia
R1,1,28/02/08,Cacerense,1-4,Goiás
R1,2,28/02/08,Imperatriz,2-2,Sport
R1,1,28/02/08,América-SE,0-0,Fortaleza
R1,2,28/02/08,Coritiba,6-0,Tuna Luso
R1,1,28/02/08,Rio Branco-AC,1-3,Botafogo
R1,1,28/02/08,Democrata-GV,3-2,Bragantino
R1,2,28/02/08,Vasco,3-2,Itabaiana
R1,1,28/02/08,Jaguaré,3-2,River-PI
R1,2,28/02/08,Paranavaí,3-3,Águia Negra
R1,2,05/03/08,Juventus-SP,5-1,Coruripe
R1,2,06/03/08,Brasiliense,1-0,Ulbra
R1,2,06/03/08,ABC,1-1,Madureira
R1,2,06/03/08,Fortaleza,4-0,América-SE
R1,2,06/03/08,Bragantino,2-1,Democrata-GV
R1,2,06/03/08,Criciúma,2-0,Baraúnas
R1,2,06/03/08,Guarani,0-0,Chapecoense
R1,2,06/03/08,Bahia,2-2,Icasa
R1,2,06/03/08,River-PI,2-0,Jaguaré
R1,2,07/03/08,Atlético Paranaense,1-1,Corinthians-AL
R2,1,20/03/08,Fortaleza,1-2,Corinthians
R2,1,20/03/08,Chapecoense,0-2,Internacional
R2,1,20/03/08,Fast Clube,1-3,Goiás
R2,1,20/03/08,Juventus-SP,2-0,Náutico
R2,1,20/03/08,Volta Redonda,0-0,Portuguesa
R2,1,20/03/08,Paraná,1-0,Vitória
R2,1,20/03/08,Nacional-AM,2-2,Atlético Mineiro
R2,1,20/03/08,River-PI,2-1,Botafogo
R2,1,21/03/08,Bragantino,2-2,Vasco
R2,1,02/04/08,Madureira,0-3,Juventude
R2,1,03/04/08,São Caetano,1-0,Coritiba
R2,1,03/04/08,Brasiliense,1-2,Sport
R2,1,03/04/08,Atlético Goianiense,2-1,Grêmio
R2,1,03/04/08,Central,1-5,Palmeiras
R2,1,03/04/08,Paranavaí,0-1,Corinthians-AL
R2,2,03/04/08,Portuguesa,2-0,Volta Redonda
R2,2,03/04/08,Vitória,2-1,Paraná
R2,1,03/04/08,Icasa,1-6,Criciúma
R2,2,04/04/08,Corinthians,2-0,Fortaleza
R2,2,04/04/08,Náutico,3-0,Juventus-SP
R2,2,04/04/08,Botafogo,2-0,River-PI
R2,2,04/04/08,Vasco,2-1,Bragantino
R2,2,09/04/08,Corinthians-AL,4-1,Paranavaí
R2,2,10/04/08,Sport,4-1,Brasiliense
R2,2,10/04/08,Grêmio,2-1,Atlético Goianiense
R2,2,10/04/08,Coritiba,0-0,São Caetano
R2,2,10/04/08,Atlético Mineiro,4-1,Nacional-AM
O,1,17/04/08,Goiás,3-1,Corinthians
O,1,17/04/08,Portuguesa,1-1,Botafogo
O,1,17/04/08,Paraná,2-0,Internacional
O,1,17/04/08,São Caetano,2-1,Atlético Goianiense
O,1,17/04/08,Vasco,1-0,Criciúma
O,1,23/04/08,Corinthians-AL,2-0,Juventude
O,2,23/04/08,Botafogo,2-1,Portuguesa
O,1,24/04/08,Náutico,3-2,Atlético Mineiro
O,2,24/04/08,Internacional,5-1,Paraná
O,2,24/04/08,Criciúma,2-2,Vasco
O,1,25/04/08,Palmeiras,0-0,Sport
O,2,01/05/08,Sport,4-1,Palmeiras
O,2,01/05/08,Atlético Goianiense,1-2,São Caetano
O,2,01/05/08,Juventude,3-1,Corinthians-AL
O,2,01/05/08,Corinthians,4-0,Goiás
O,2,01/05/08,Atlético Mineiro,1-0,Náutico
Q,1,05/05/08,Corinthians,2-1,São Caetano
Q,1,07/05/08,Vasco,5-1,Corinthians-AL
Q,1,07/05/08,Internacional,1-0,Sport
Q,1,08/05/08,Atlético Mineiro,0-0,Botafogo
Q,2,13/05/08,São Caetano,1-3,Corinthians
Q,2,14/05/08,Corinthians-AL,1-3,Vasco
Q,2,14/05/08,Botafogo,2-0,Atlético Mineiro
Q,2,14/05/08,Sport,3-1,Internacional
S,1,21/05/08,Botafogo,2-1,Corinthians
S,1,22/05/08,Sport,2-0,Vasco
S,2,29/05/08,Corinthians,2-1,Botafogo
S,2,29/05/08,Vasco,2-0,Sport
F,1,04/06/08,Corinthians,3-1,Sport
F,2,11/06/08,Sport,2-0,Corinthians
