Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
R1,2,21/03/12,Portuguesa,4-0,Cuiabá
R1,2,21/03/12,Grêmio,3-1,River Plate-SE
R1,2,21/03/12,Palmeiras,3-0,Coruripe
R1,2,21/03/12,ASA,2-1,Santa Quitéria
R1,2,21/03/12,Chapecoense,3-1,São Mateus
R1,2,21/03/12,Goiás,3-0,Paulista
R1,2,21/03/12,Fortaleza,3-0,Comercial-PI
R1,2,21/03/12,Botafogo,1-1,Treze
R1,2,22/03/12,Coritiba,2-0,Nacional-AM
R2,1,04/04/12,Ipatinga,0-1,Grêmio
R2,1,04/04/12,Juventude,2-0,Portuguesa
R2,1,04/04/12,ASA,1-0,Coritiba
R2,1,04/04/12,Paysandu,2-1,Sport
R2,1,04/04/12,América-MG,0-0,Goiás
R2,1,04/04/12,Guarani,1-2,Botafogo
R2,1,04/04/12,Horizonte,1-3,Palmeiras
R2,1,05/04/12,Criciúma,1-2,Athletico-PR
R2,1,05/04/12,Atlético-GO,2-1,Ponte Preta
R2,2,11/04/12,Grêmio,3-0,Ipatinga
R2,2,11/04/12,Coritiba,3-0,ASA
R2,1,11/04/12,ABC,1-1,Vitória
R2,1,11/04/12,Penarol-AM,0-5,Atlético-MG
R2,1,11/04/12,Chapecoense,1-1,Cruzeiro
R2,1,11/04/12,Remo,2-1,Bahia
R2,1,11/04/12,Ceará,2-2,Paraná
R2,1,11/04/12,Bahia de Feira,2-5,São Paulo
R2,2,11/04/12,Sport,1-4,Paysandu
R2,2,11/04/12,Goiás,4-3,América-MG
R2,2,12/04/12,Athletico-PR,5-1,Criciúma
R2,2,12/04/12,Portuguesa,4-0,Juventude
R2,1,12/04/12,Fortaleza,4-0,Náutico
R2,2,18/04/12,Ponte Preta,2-1,Atlético-GO
R2,2,18/04/12,Botafogo,0-0,Guarani
R2,2,18/04/12,Vitória,3-2,ABC
R2,2,18/04/12,Paraná,1-1,Ceará
R2,2,18/04/12,Cruzeiro,4-1,Chapecoense
R2,2,18/04/12,Náutico,2-1,Fortaleza
R2,2,19/04/12,Bahia,4-0,Remo
O,1,25/04/12,Portuguesa,0-0,Bahia
O,1,25/04/12,Goiás,2-0,Atlético-MG
O,1,25/04/12,Paraná,1-2,Palmeiras
O,1,26/04/12,Coritiba,4-1,Paysandu
O,1,02/05/12,Fortaleza,0-2,Grêmio
O,1,02/05/12,Athletico-PR,1-0,Cruzeiro
O,1,02/05/12,Ponte Preta,1-0,São Paulo
O,1,02/05/12,Vitória,1-1,Botafogo
O,2,03/05/12,Paysandu,0-1,Coritiba
O,2,03/05/12,Atlético-MG,2-1,Goiás
O,2,09/05/12,Botafogo,1-2,Vitória
O,2,09/05/12,Cruzeiro,1-2,Athletico-PR
O,2,09/05/12,Grêmio,2-0,Fortaleza
O,2,09/05/12,Palmeiras,4-0,Paraná
O,2,10/05/12,Bahia,2-0,Portuguesa
O,2,10/05/12,São Paulo,3-1,Ponte Preta
Q,1,16/05/12,Athletico-PR,2-2,Palmeiras
Q,1,16/05/12,São Paulo,2-0,Goiás
Q,1,16/05/12,Vitória,0-0,Coritiba
Q,1,17/05/12,Bahia,1-2,Grêmio
Q,2,23/05/12,Palmeiras,2-0,Athletico-PR
Q,2,23/05/12,Coritiba,4-1,Vitória
Q,2,23/05/12,Goiás,2-2,São Paulo
Q,2,24/05/12,Grêmio,2-0,Bahia
S,1,13/06/12,Grêmio,0-2,Palmeiras
S,1,14/06/12,São Paulo,1-0,Coritiba
S,2,20/06/12,Coritiba,2-0,São Paulo
S,2,21/06/12,Palmeiras,1-1,Grêmio
F,1,05/07/12,Palmeiras,2-0,Coritiba
F,2,11/07/12,Coritiba,1-1,Palmeiras
