Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
R1,1,07/03/12,Boavista,0-0,América-MG
R1,1,07/03/12,Gama,0-2,Ceará
R1,1,07/03/12,Aquidauanense,1-0,Bahia de Feira
R1,1,07/03/12,Brasiliense,2-0,Guarani
R1,1,07/03/12,Gurupi,0-1,Atlético-GO
R1,1,07/03/12,Real-RR,0-0,Remo
R1,1,07/03/12,Operário-PR,0-4,Juventude
R1,1,07/03/12,Espigão,1-3,Paysandu
R1,1,07/03/12,Real Noroeste,0-2,Ipatinga
R1,1,07/03/12,Luverdense,2-2,Paraná
R1,1,07/03/12,Horizonte,2-0,América-RN
R1,1,07/03/12,Trem,0-5,ABC
R1,1,07/03/12,Sampaio Corrêa,2-1,Athletico-PR
R1,1,07/03/12,Rio Branco-AC,0-6,Cruzeiro
R1,1,07/03/12,Independiente Tucuruí,0-1,São Paulo
R1,1,07/03/12,Penarol-AM,1-2,Santa Cruz
R1,1,07/03/12,Comercial-PI,2-3,Fortaleza
R1,1,07/03/12,River Plate-SE,2-3,Grêmio
R1,1,07/03/12,Auto Esporte,0-3,Bahia
R1,1,08/03/12,Paulista,2-3,Goiás
R1,1,08/03/12,São Domingos,0-0,Vitória
R1,1,08/03/12,Cuiabá,1-1,Portuguesa
R1,1,14/03/12,Santa Quitéria,2-3,ASA
R1,1,14/03/12,Madureira,0-2,Criciúma
R1,1,14/03/12,Sapucaiense,0-0,Ponte Preta
R1,2,14/03/12,São Paulo,4-0,Independiente Tucuruí
R1,2,14/03/12,América-RN,2-0,Horizonte
R1,2,14/03/12,Santa Cruz,2-3,Penarol-AM
R1,2,14/03/12,Remo,3-0,Real-RR
R1,2,14/03/12,Bahia de Feira,2-0,Aquidauanense
R1,2,14/03/12,América-MG,2-1,Boavista
R1,2,14/03/12,Guarani,3-0,Brasiliense
R1,2,14/03/12,Vitória,2-0,São Domingos
R1,1,14/03/12,Nacional-AM,0-0,Coritiba
R1,1,14/03/12,São Mateus,2-1,Chapecoense
R1,1,14/03/12,Coruripe,0-1,Palmeiras
R1,1,14/03/12,CENE,1-3,Atlético-MG
R1,1,14/03/12,4 de Julho,0-2,Sport
R1,1,14/03/12,Treze,1-1,Botafogo
R1,2,15/03/12,Athletico-PR,1-0,Sampaio Corrêa
R1,2,15/03/12,Atlético-GO,4-2,Gurupi
R1,2,15/03/12,Paraná,2-0,Luverdense
R1,1,15/03/12,Santa Cruz-RN,1-3,Náutico
R1,2,21/03/12,Ponte Preta,5-2,Sapucaiense
