Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/07/06,CRB,Coritiba,B,11
2,10/07/06,Ceará,Marília,B,11
3,10/07/06,Náutico,América-RN,B,11
4,10/07/06,Atlético-MG,Santo André,B,11
5,12/07/06,Internacional,Ponte Preta,A,11
6,12/07/06,Athletico-PR,Fortaleza,A,11
7,12/07/06,Fluminense,Juventude,A,11
8,12/07/06,São Paulo,Grêmio,A,11
9,12/07/06,Figueirense,Santos,A,11
10,12/07/06,São Caetano,Botafogo,A,11
11,12/07/06,Cruzeiro,Corinthians,A,11
12,13/07/06,Santa Cruz,Goiás,A,11
13,13/07/06,Flamengo,Paraná,A,11
14,13/07/06,Palmeiras,Vasco,A,11
