Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,02/06/06,Santo André,Ituano,B,10
2,02/06/06,São Raimundo,Vila Nova,B,10
3,02/06/06,América-RN,Ceará,B,10
4,02/06/06,Marília,Coritiba,B,10
5,03/06/06,Fluminense,Internacional,A,10
6,03/06/06,Fortaleza,Cruzeiro,A,10
7,03/06/06,Grêmio,São Caetano,A,10
8,04/06/06,Corinthians,Flamengo,A,10
9,04/06/06,Vasco,Santa Cruz,A,10
10,04/06/06,Ponte Preta,Figueirense,A,10
11,04/06/06,Athletico-PR,Palmeiras,A,10
12,04/06/06,Goiás,Paraná,A,10
13,04/06/06,Juventude,São Paulo,A,10
14,04/06/06,Santos,Botafogo,A,10
