Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/08/06,São Raimundo,Remo,B,18
2,18/08/06,Vila Nova,Portuguesa,B,18
3,18/08/06,Santo André,América-RN,B,18
4,19/08/06,Ponte Preta,Goiás,A,18
5,19/08/06,Flamengo,Grêmio,A,18
6,20/08/06,Fluminense,Santa Cruz,A,18
7,20/08/06,Santos,Vasco,A,18
8,20/08/06,Fortaleza,Juventude,A,18
9,20/08/06,Cruzeiro,São Paulo,A,18
10,20/08/06,Figueirense,Athletico-PR,A,18
11,20/08/06,Paraná,São Caetano,A,18
12,20/08/06,Internacional,Palmeiras,A,18
13,20/08/06,Corinthians,Botafogo,A,18
14,16/10/06,Brasiliense,Marília,B,18
