Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/07/06,Portuguesa,Brasiliense,B,12
2,14/07/06,Náutico,Sport,B,12
3,14/07/06,São Raimundo,Ceará,B,12
4,14/07/06,Coritiba,Paulista,B,12
5,15/07/06,Botafogo,Ponte Preta,A,12
6,15/07/06,São Paulo,Figueirense,A,12
7,16/07/06,Grêmio,Fluminense,A,12
8,16/07/06,Palmeiras,Corinthians,A,12
9,16/07/06,São Caetano,Santos,A,12
10,16/07/06,Cruzeiro,Goiás,A,12
11,16/07/06,Fortaleza,Santa Cruz,A,12
12,16/07/06,Paraná,Athletico-PR,A,12
13,16/07/06,Juventude,Internacional,A,12
14,16/07/06,Flamengo,Vasco,A,12
