Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/09/06,Portuguesa,Santo André,B,25
2,18/09/06,CRB,Vila Nova,B,25
3,18/09/06,Sport,América-RN,B,25
4,18/09/06,Coritiba,São Raimundo,B,25
5,20/09/06,Grêmio,Ponte Preta,A,25
6,20/09/06,Figueirense,Internacional,A,25
7,20/09/06,Botafogo,Juventude,A,25
8,20/09/06,Paraná,Fortaleza,A,25
9,20/09/06,Goiás,Athletico-PR,A,25
10,20/09/06,Santos,Fluminense,A,25
11,20/09/06,São Caetano,São Paulo,A,25
12,20/09/06,Corinthians,Vasco,A,25
13,21/09/06,Flamengo,Cruzeiro,A,25
14,21/09/06,Santa Cruz,Palmeiras,A,25
