Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/08/06,São Raimundo,Atlético-MG,B,16
2,07/08/06,Portuguesa,Paulista,B,16
3,11/08/06,CRB,Santo André,B,16
4,11/08/06,Guarani,Ceará,B,16
5,12/08/06,Juventude,Vasco,A,16
6,12/08/06,São Caetano,Santa Cruz,A,16
7,12/08/06,Corinthians,Figueirense,A,16
8,12/08/06,Flamengo,Ponte Preta,A,16
9,13/08/06,Botafogo,Palmeiras,A,16
10,13/08/06,Grêmio,Athletico-PR,A,16
11,13/08/06,Cruzeiro,Fluminense,A,16
12,13/08/06,Fortaleza,Internacional,A,16
13,13/08/06,São Paulo,Goiás,A,16
14,13/08/06,Paraná,Santos,A,16
