Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,15/09/06,Brasiliense,Ituano,B,24
2,15/09/06,São Raimundo,CRB,B,24
3,15/09/06,Remo,Atlético-MG,B,24
4,15/09/06,Paulista,Ceará,B,24
5,16/09/06,Athletico-PR,Santa Cruz,A,24
6,16/09/06,Vasco,Goiás,A,24
7,16/09/06,Corinthians,Paraná,A,24
8,17/09/06,Cruzeiro,Palmeiras,A,24
9,17/09/06,São Paulo,Internacional,A,24
10,17/09/06,Grêmio,Botafogo,A,24
11,17/09/06,Juventude,São Caetano,A,24
12,17/09/06,Fluminense,Figueirense,A,24
13,17/09/06,Ponte Preta,Santos,A,24
14,17/09/06,Fortaleza,Flamengo,A,24
