Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/04/06,Santo André,Sport,B,3
2,27/04/06,América-RN,Brasiliense,B,3
3,28/04/06,Remo,Ceará,B,3
4,28/04/06,São Raimundo,Guarani,B,3
5,29/04/06,Fortaleza,São Caetano,A,3
6,29/04/06,Botafogo,Athletico-PR,A,3
7,29/04/06,São Paulo,Santa Cruz,A,3
8,30/04/06,Ponte Preta,Corinthians,A,3
9,30/04/06,Internacional,Flamengo,A,3
10,30/04/06,Paraná,Grêmio,A,3
11,30/04/06,Palmeiras,Santos,A,3
12,30/04/06,Vasco,Fluminense,A,3
13,30/04/06,Juventude,Goiás,A,3
14,30/04/06,Figueirense,Cruzeiro,A,3
