Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/05/06,Paulista,Avaí,B,8
2,26/05/06,Paysandu,Sport,B,8
3,26/05/06,Marília,Guarani,B,8
4,27/05/06,Athletico-PR,Juventude,A,8
5,27/05/06,Figueirense,Fortaleza,A,8
6,27/05/06,Ponte Preta,Paraná,A,8
7,27/05/06,Atlético-MG,Vila Nova,B,8
8,28/05/06,Santos,Corinthians,A,8
9,28/05/06,Internacional,Cruzeiro,A,8
10,28/05/06,Santa Cruz,Botafogo,A,8
11,28/05/06,Fluminense,Flamengo,A,8
12,28/05/06,Palmeiras,Grêmio,A,8
13,28/05/06,Goiás,São Caetano,A,8
14,28/05/06,Vasco,São Paulo,A,8
