Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/05/06,Paysandu,Santo André,B,5
2,11/05/06,Guarani,Avaí,B,5
3,11/05/06,Náutico,Vila Nova,B,5
4,12/05/06,Atlético-MG,Remo,B,5
5,13/05/06,São Caetano,Juventude,A,5
6,13/05/06,Botafogo,Grêmio,A,5
7,13/05/06,Santos,Ponte Preta,A,5
8,14/05/06,Santa Cruz,Athletico-PR,A,5
9,14/05/06,Internacional,São Paulo,A,5
10,14/05/06,Figueirense,Fluminense,A,5
11,14/05/06,Palmeiras,Cruzeiro,A,5
12,14/05/06,Flamengo,Fortaleza,A,5
13,14/05/06,Paraná,Corinthians,A,5
14,14/05/06,Goiás,Vasco,A,5
