Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,04/05/06,Portuguesa,América-RN,B,4
2,05/05/06,Ituano,Marília,B,4
3,05/05/06,Guarani,Náutico,B,4
4,05/05/06,Paysandu,São Raimundo,B,4
5,06/05/06,Santa Cruz,Ponte Preta,A,4
6,06/05/06,Fluminense,Paraná,A,4
7,06/05/06,Santos,Fortaleza,A,4
8,07/05/06,Grêmio,Vasco,A,4
9,07/05/06,São Caetano,Palmeiras,A,4
10,07/05/06,Athletico-PR,Internacional,A,4
11,07/05/06,Corinthians,São Paulo,A,4
12,07/05/06,Flamengo,Botafogo,A,4
13,07/05/06,Goiás,Figueirense,A,4
14,07/05/06,Cruzeiro,Juventude,A,4
