Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,30/08/06,Grêmio,Cruzeiro,A,21
2,30/08/06,Goiás,Fluminense,A,21
3,30/08/06,Santa Cruz,Internacional,A,21
4,30/08/06,Palmeiras,Figueirense,A,21
5,30/08/06,Juventude,Flamengo,A,21
6,30/08/06,São Caetano,Corinthians,A,21
7,30/08/06,Athletico-PR,Santos,A,21
8,31/08/06,Botafogo,Paraná,A,21
9,31/08/06,São Paulo,Fortaleza,A,21
10,31/08/06,Vasco,Ponte Preta,A,21
11,04/09/06,Ceará,Brasiliense,B,21
12,04/09/06,Remo,Vila Nova,B,21
13,04/09/06,Guarani,Coritiba,B,21
14,04/09/06,América-RN,Paysandu,B,21
