Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/04/06,Sport,Gama,B,2
2,17/04/06,Santo André,Marília,B,2
3,21/04/06,São Raimundo,Avaí,B,2
4,21/04/06,Coritiba,Guarani,B,2
5,22/04/06,Corinthians,São Caetano,A,2
6,22/04/06,Fluminense,Goiás,A,2
7,22/04/06,Figueirense,Palmeiras,A,2
8,23/04/06,Internacional,Santa Cruz,A,2
9,23/04/06,Santos,Athletico-PR,A,2
10,23/04/06,Ponte Preta,Vasco,A,2
11,23/04/06,Flamengo,Juventude,A,2
12,23/04/06,Cruzeiro,Grêmio,A,2
13,23/04/06,Paraná,Botafogo,A,2
14,23/04/06,Fortaleza,São Paulo,A,2
