Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,23/10/06,Náutico,Marília,B,32
2,26/10/06,Avaí,Paysandu,B,32
3,27/10/06,Remo,Santo André,B,32
4,27/10/06,Portuguesa,Ituano,B,32
5,01/11/06,Athletico-PR,Vasco,A,32
6,01/11/06,Palmeiras,Goiás,A,32
7,01/11/06,Flamengo,Santa Cruz,A,32
8,01/11/06,Grêmio,Figueirense,A,32
9,01/11/06,Fortaleza,Corinthians,A,32
10,01/11/06,Juventude,Santos,A,32
11,01/11/06,São Caetano,Fluminense,A,32
12,02/11/06,Botafogo,Internacional,A,32
13,02/11/06,São Paulo,Ponte Preta,A,32
14,02/11/06,Cruzeiro,Paraná,A,32
