Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/08/06,Paysandu,Vila Nova,B,17
2,14/08/06,Santo André,São Raimundo,B,17
3,14/08/06,Paulista,Remo,B,17
4,14/08/06,América-RN,Guarani,B,17
5,16/08/06,Ponte Preta,Fortaleza,A,17
6,16/08/06,Santa Cruz,Grêmio,A,17
7,16/08/06,Vasco,São Caetano,A,17
8,16/08/06,Goiás,Botafogo,A,17
9,16/08/06,Figueirense,Flamengo,A,17
10,16/08/06,Fluminense,Corinthians,A,17
11,17/08/06,Santos,Cruzeiro,A,17
12,17/08/06,Palmeiras,Juventude,A,17
13,30/09/06,Internacional,Paraná,A,17
14,30/09/06,Athletico-PR,São Paulo,A,17
